,,Depth (cm),,,,,,,,,,,,,,,,,
,Lecanorineae,0,0,1,0,0,10,5,0,0,2,14,2,0,3,0,4,0,1
,Cladoniaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cladonia,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
,Cladonia uncialis,0,0,5,5,0,0,0,0,0,11,0,6,0,5,0,0,0,8
,Parmeliaceae,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,7
,Flavoparmelia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Flavoparmelia caperata,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ramalinaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ramalina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ramalina subfarinacea,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
,Ostropomycetidae,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
,Baeomycetales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Baeomycetaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Baeomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Baeomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Baeomyces sp. SLJ472,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,sordariomyceta,0,1,14,6,1,5,4,2,7,48,29,6,2,8,2,7,1,11
,Leotiomycetes,4,0,11,12,13,9,7,7,0,24,27,6,5,11,3,2,2,7
,Erysiphales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Erysiphaceae,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0
,Blumeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Blumeria graminis,0,0,29,52,0,0,8,0,0,20,5,5,5,12,6,14,5,20
,Helotiales,3,0,9,6,5,4,0,5,5,32,20,4,5,4,5,2,12,0
,Dermateaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Marssonina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Marssonina brunnea,0,0,12,60,0,13,12,0,0,68,40,12,0,14,0,8,0,21
,Helotiaceae,0,0,1,1,4,5,1,1,0,3,2,0,0,0,6,1,0,5
,Glarea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Glarea lozoyensis,0,0,16,18,0,0,0,0,0,38,26,16,10,13,7,15,5,20
,Helotiales incertae sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Phialocephala <Helotiales incertae sedis>,0,0,2,5,0,0,2,1,0,0,1,1,0,2,3,2,1,7
,Phialocephala fortinii species complex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Phialocephala subalpina,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
,Phialocephala scopiformis,0,0,10,30,0,6,5,0,0,39,13,8,0,11,14,22,5,17
,Rhynchosporium,0,0,0,0,0,0,0,0,0,35,29,0,0,0,0,0,0,0
,Rhynchosporium orthosporum,0,0,0,0,0,0,0,0,0,25,7,0,0,0,0,0,0,0
,Hyaloscyphaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hyaloscypha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hyaloscypha bicolor,8,0,14,14,8,0,17,6,0,66,33,21,8,7,6,5,5,19
,Rutstroemiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rutstroemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rutstroemia pruni-serotinae,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sclerotiniaceae,3,0,0,6,0,0,0,0,2,8,4,2,0,8,1,2,1,2
,Botrytis,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,Botrytis cinerea,11,0,52,99,24,32,29,16,40,84,64,23,8,34,22,29,19,62
,Sclerotinia,0,0,0,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0
,Sclerotinia sclerotiorum,0,0,26,28,0,13,7,13,0,63,81,27,5,40,29,74,24,103
,Leotiomycetes incertae sedis,5,0,0,0,0,0,0,4,0,0,1,2,0,1,6,0,0,0
,Myxotrichaceae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Amorphotheca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Amorphotheca resinae,0,0,5,5,0,6,9,0,8,42,30,13,9,13,5,21,10,55
,Pseudeurotiaceae,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pseudogymnoascus,0,0,7,41,3,2,0,4,1,16,4,3,3,3,1,4,2,3
,Pseudogymnoascus destructans,8,0,12,61,0,5,6,0,68,39,18,12,16,14,6,15,10,50
,Pseudogymnoascus verrucosus,0,0,11,38,5,6,12,8,0,36,10,9,0,10,8,18,6,14
,Sordariomycetes,1,1,37,56,10,24,16,17,3,151,78,51,19,27,30,38,18,47
,Hypocreomycetidae,2,2,11,28,8,8,12,4,4,47,20,6,4,11,12,8,5,18
,Glomerellales,0,0,1,2,0,0,0,6,7,2,2,0,0,4,0,1,6,1
,Glomerellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Colletotrichum,3,0,11,9,0,12,3,1,0,15,12,7,1,5,9,3,2,3
,Colletotrichum graminicola,0,0,40,52,16,16,23,7,9,70,54,31,24,28,28,48,29,91
,Colletotrichum higginsianum,5,0,75,111,12,20,42,11,5,97,60,35,19,38,22,36,14,59
,Colletotrichum orchidophilum,0,0,26,44,6,0,8,8,6,72,20,14,13,14,9,20,15,30
,Plectosphaerellaceae,0,0,3,5,1,2,0,0,3,2,4,0,0,5,0,4,0,1
,Sodiomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sodiomyces alkalinus,0,0,43,50,9,11,35,5,0,96,54,45,26,42,35,46,44,104
,Verticillium <family Plectosphaerellaceae>,5,0,32,43,9,23,23,9,8,59,57,36,9,35,29,16,25,41
,Verticillium alfalfae,0,0,10,6,0,0,10,0,0,16,0,0,0,0,5,10,0,9
,Verticillium dahliae,0,0,17,45,0,0,14,5,0,30,36,6,9,14,7,20,13,40
,Verticillium nonalfalfae,0,0,0,7,0,0,0,0,0,15,0,0,0,5,0,5,0,7
,Hypocreales,19,6,17,40,5,6,6,8,7,76,44,20,22,28,14,10,13,32
,Clavicipitaceae,1,0,14,9,7,13,1,3,2,2,6,7,4,2,9,7,9,7
,Claviceps,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,Claviceps purpurea,0,0,12,27,0,0,0,0,0,0,0,0,0,5,0,0,0,0
,Epichloe,0,0,2,4,0,3,0,5,0,4,3,0,0,3,0,3,2,2
,Epichloe festucae,5,0,36,50,10,14,22,0,6,86,50,25,17,40,24,39,17,78
,Hypocrella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hypocrella siamensis,0,0,7,13,0,0,5,0,0,18,13,14,0,5,6,8,0,13
,Metarhizium,0,0,22,13,8,6,8,6,0,8,24,16,7,13,12,27,12,19
,Metarhizium acridum,0,0,8,17,0,0,9,0,0,24,9,5,0,6,0,8,0,28
,Metarhizium brunneum,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9
,Metarhizium robertsii,0,0,8,19,0,0,5,0,0,12,9,0,0,0,0,0,0,0
,Pochonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pochonia chlamydosporia,0,0,8,26,0,0,6,0,0,20,12,5,6,7,0,0,0,12
,Cordycipitaceae,5,0,7,9,9,7,3,9,4,16,3,3,2,2,6,8,2,6
,Beauveria,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
,Beauveria bassiana,0,0,25,79,13,8,26,12,0,48,16,20,11,22,16,8,8,36
,Cordyceps,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
,Cordyceps fumosorosea,0,0,34,45,7,15,18,9,5,104,48,31,18,32,27,24,21,61
,Cordyceps militaris,0,0,41,60,15,28,46,11,0,104,50,25,16,33,42,45,17,61
,Isaria,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
,Hypocreaceae,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
,Trichoderma,9,0,24,24,24,19,15,16,6,46,30,26,27,34,31,47,22,25
,Trichoderma asperellum,0,0,10,19,0,0,7,5,0,31,7,11,9,18,23,11,7,25
,Trichoderma atroviride,0,0,10,11,0,0,0,0,0,25,10,0,0,0,11,0,5,35
,Trichoderma citrinoviride,0,0,33,70,0,8,7,0,0,40,30,11,0,18,15,18,11,14
,Trichoderma gamsii,29,0,15,16,0,0,10,7,0,13,12,0,0,11,7,5,0,5
,Trichoderma harzianum,0,0,11,12,0,0,5,0,0,23,11,12,0,7,0,11,0,11
,Trichoderma reesei,7,0,61,100,18,22,49,43,0,67,34,46,19,32,23,43,21,49
,Trichoderma virens,0,0,25,38,0,6,6,9,0,40,8,7,6,9,13,31,12,36
,Nectriaceae,0,0,2,3,0,1,3,0,0,3,6,3,1,0,1,0,0,2
,Fusarium,0,0,26,19,8,10,6,7,7,30,28,14,9,13,6,6,2,14
,Fusarium fujikuroi species complex,0,0,1,3,7,2,0,0,0,2,4,8,0,1,6,0,5,5
,Fusarium fujikuroi,0,0,10,27,0,6,0,0,0,28,16,0,0,10,0,6,6,8
,Fusarium verticillioides,0,0,5,18,0,0,0,0,0,19,13,0,0,7,0,10,0,0
,Fusarium oxysporum species complex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fusarium oxysporum,0,0,9,5,0,0,0,0,0,15,16,0,0,9,0,6,0,15
,Fusarium sambucinum species complex,0,0,18,19,0,15,9,6,4,52,62,22,7,14,26,21,15,30
,Fusarium culmorum,0,0,6,0,0,0,0,0,0,8,5,0,0,5,0,0,0,0
,Fusarium graminearum,0,0,8,7,0,0,9,5,0,19,14,7,0,0,0,7,0,16
,Fusarium pseudograminearum,0,0,0,10,0,0,0,0,0,15,15,0,0,9,0,0,0,7
,Fusarium venenatum,0,0,0,7,0,0,0,5,7,14,18,7,0,5,6,0,0,13
,Fusarium solani species complex,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,[Nectria] haematococca,0,0,25,23,6,6,10,0,0,41,21,0,0,9,12,28,18,36
,Ophiocordycipitaceae,0,0,1,2,2,5,0,4,1,1,8,8,1,1,6,2,0,3
,Ophiocordyceps,0,0,1,4,0,0,5,0,0,0,0,0,0,0,0,0,5,0
,Ophiocordyceps sinensis,0,0,6,8,0,0,0,0,0,8,0,0,0,6,0,5,0,14
,Purpureocillium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Purpureocillium lilacinum,0,0,47,62,9,25,36,18,6,93,42,43,17,42,26,41,16,80
,Microascales,0,0,0,0,0,5,0,0,0,0,4,1,0,1,1,2,0,3
,Ceratocystidaceae,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,Microascaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Scedosporium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Scedosporium apiospermum,0,0,20,41,0,0,8,5,0,28,24,16,7,15,17,20,7,50
,Sordariomycetidae,4,0,11,20,6,11,8,2,9,20,12,10,5,19,6,10,10,7
,Diaporthales,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0
,Cryphonectriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cryphonectria-Endothia species complex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cryphonectria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cryphonectria parasitica,0,0,0,0,0,0,0,0,0,6,5,0,0,0,8,0,0,0
,Diaporthaceae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Diaporthe,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Diaporthe amygdali,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
,Magnaporthales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Magnaporthaceae,5,0,7,6,0,2,1,6,10,11,7,7,1,2,9,14,2,11
,Gaeumannomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gaeumannomyces tritici,0,0,85,93,29,43,93,43,11,120,81,70,43,53,37,59,39,87
,Magnaporthe,0,0,0,4,0,3,0,1,0,3,2,0,0,2,0,0,0,2
,Pyriculariaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pyricularia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pyricularia oryzae,0,0,39,60,9,9,33,10,5,31,27,14,16,21,8,10,15,45
,Pyricularia pennisetigena,0,0,36,41,9,22,13,7,0,54,43,32,7,32,12,20,13,25
,Ophiostomatales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ophiostomataceae,2,0,8,7,1,2,5,3,6,8,12,5,3,2,2,3,2,8
,Grosmannia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Grosmannia clavigera,0,0,78,105,11,7,18,6,0,73,52,47,10,31,18,33,18,34
,Ophiostoma,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sporothrix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sporothrix schenckii,7,0,64,117,24,43,44,17,0,101,64,50,14,42,34,40,22,52
,Sordariales,7,0,6,2,5,2,1,2,8,5,2,0,5,7,5,5,2,1
,Chaetomiaceae,5,0,5,10,7,11,1,8,3,13,9,9,5,13,1,6,6,5
,Chaetomium,0,0,0,0,6,5,0,0,6,0,0,0,0,0,7,0,0,4
,Chaetomium globosum,0,0,25,35,5,8,11,6,0,58,34,19,9,26,15,18,7,21
,Chaetomium thermophilum,0,0,29,54,9,11,22,7,0,58,35,31,23,44,18,41,30,74
,Podospora,0,0,27,58,8,7,13,11,8,57,31,23,15,26,30,40,27,56
,Podospora anserina,0,0,29,53,0,9,9,0,0,35,26,14,18,15,6,19,20,56
,Podospora comata,0,0,10,15,0,0,0,0,0,13,7,0,0,0,0,0,0,9
,Thermothelomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermothelomyces thermophilus,11,0,69,112,20,13,43,22,6,88,45,33,27,33,46,41,17,93
,Thermothielavioides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermothielavioides terrestris,5,0,102,117,14,22,58,24,0,124,74,59,33,50,54,64,40,100
,Lasiosphaeriaceae,0,0,1,2,1,1,4,2,0,0,0,0,0,0,0,1,0,2
,Sordariaceae,7,0,2,4,0,5,4,2,0,28,5,2,2,0,1,3,6,3
,Neurospora,0,0,30,28,5,9,4,7,2,29,11,22,12,15,15,21,19,30
,Neurospora crassa,0,0,16,44,0,0,11,6,7,28,20,6,0,12,0,11,7,45
,Neurospora tetrasperma,0,0,23,20,0,0,9,14,0,90,20,13,0,30,23,23,20,47
,Sordaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sordaria macrospora,0,0,24,32,9,7,0,0,0,30,25,18,11,14,8,19,11,39
,Togniniales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Togniniaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Phaeoacremonium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Phaeoacremonium minimum,0,0,29,27,13,5,17,6,0,44,29,15,10,26,12,23,11,39
,Xylariomycetidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Xylariales,0,0,2,1,0,0,0,0,0,3,12,4,0,1,2,1,6,1
,Hypoxylaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Annulohypoxylon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Annulohypoxylon stygium,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
,Microdochiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Microdochium,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
,Microdochium phragmitis,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
,Sporocadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pestalotiopsis,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0
,Pestalotiopsis fici,0,0,16,23,0,7,8,0,0,43,11,15,8,8,9,8,0,28
,Xylariaceae,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
,Xylonomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Xylonales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Xylonaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Xylona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Xylona heveae,0,0,9,18,5,8,0,0,0,23,13,5,0,7,6,0,0,16
,Orbiliomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Orbiliales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Orbiliaceae,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,2,2
,Arthrobotrys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Arthrobotrys oligospora,0,0,12,13,0,0,0,0,0,21,0,13,22,10,22,18,6,22
,Orbilia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
,Pezizomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pezizales,0,0,0,0,0,0,0,0,0,0,10,0,6,1,3,0,0,2
,Pyronemataceae,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
,Tricharina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Tricharina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tricharina sp. TL-10051,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Tuberaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tuber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,Tuber melanosporum,0,0,0,0,0,0,0,0,0,8,0,0,0,11,6,0,0,9
,Saccharomycotina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Saccharomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Saccharomycetales,25,0,39,17,15,21,12,26,25,48,24,31,25,30,20,23,24,60
,Ascoideaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ascoidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ascoidea rubescens,0,0,15,47,0,23,10,11,0,12,23,11,16,51,15,72,25,170
,Debaryomycetaceae,4,0,11,16,15,28,10,19,21,1,18,25,13,11,28,17,13,8
,Babjeviella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Babjeviella inositovora,0,0,22,42,0,0,5,0,0,12,13,0,6,7,8,0,0,14
,Candida/Lodderomyces clade,0,0,2,3,5,3,0,2,1,0,2,4,3,1,2,6,0,2
,Candida <clade Candida/Lodderomyces clade>,5,0,29,21,22,21,9,17,8,7,20,31,6,8,23,16,9,10
,Candida albicans,0,0,37,69,5,8,20,9,0,17,19,5,0,15,7,19,7,32
,Candida blackwelliae,0,0,0,22,0,0,0,0,0,5,0,0,0,13,13,23,8,55
,Candida dubliniensis,0,0,19,9,0,0,12,0,0,5,14,0,7,10,7,8,10,25
,Candida maltosa,0,0,0,0,0,0,5,0,0,0,9,6,0,17,0,10,14,41
,Candida orthopsilosis,0,0,21,54,0,10,12,0,0,28,27,10,7,14,7,11,0,15
,Candida parapsilosis,0,0,9,5,0,5,0,0,0,20,18,13,0,8,0,12,0,15
,Candida prachuapensis,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candida tropicalis,0,0,0,0,0,0,0,0,0,11,0,0,8,10,0,9,8,46
,Candida viswanathii,0,0,9,30,0,11,14,7,0,64,19,25,8,35,31,64,26,65
,Lodderomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lodderomyces elongisporus,0,0,14,13,0,0,5,0,0,5,0,0,0,0,0,0,5,13
,Debaryomyces,0,0,0,3,1,0,5,0,0,4,7,0,1,2,2,3,0,1
,Debaryomyces fabryi,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,5,5,7
,Debaryomyces hansenii,0,0,5,34,6,0,0,20,6,30,20,18,7,21,20,27,10,50
,Hyphopichia,0,0,0,7,0,4,2,0,0,0,0,5,0,0,3,0,0,4
,Hyphopichia burtonii,0,0,26,55,0,0,10,0,0,14,12,0,0,22,5,9,12,66
,Hyphopichia pseudoburtonii,0,0,17,34,0,5,0,0,0,10,16,0,0,6,0,14,10,28
,Meyerozyma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Meyerozyma guilliermondii,0,0,7,7,0,0,0,0,0,5,0,5,0,0,0,0,0,0
,Millerozyma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Millerozyma farinosa,0,0,23,42,0,0,11,6,0,17,37,18,8,26,46,57,46,230
,Scheffersomyces,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Scheffersomyces stipitis,0,0,11,31,10,19,0,7,0,18,38,0,0,11,0,0,6,16
,Spathaspora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Spathaspora passalidarum,0,0,22,17,0,0,8,0,0,7,0,0,0,8,0,9,5,9
,Suhomyces,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Suhomyces tanzawaensis,0,0,6,17,0,0,0,0,0,12,12,0,5,14,7,18,0,50
,Yamadazyma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Yamadazyma tenuis,0,0,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,12
,Dipodascaceae,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dipodascus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dipodascus armillariae,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Yarrowia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Yarrowia lipolytica,0,0,44,45,6,13,20,11,0,37,27,25,24,46,44,41,30,75
,Metschnikowiaceae,0,0,2,0,2,1,0,3,1,0,1,4,4,6,4,2,1,3
,Clavispora,0,0,3,0,4,1,0,2,2,0,3,2,0,0,3,0,4,3
,Clavispora lusitaniae,0,0,0,7,0,0,0,0,0,6,5,5,5,10,0,5,0,8
,Clavispora/Candida clade,0,0,23,22,6,18,15,3,5,12,7,17,5,3,4,11,9,8
,[Candida] auris,0,0,41,36,14,0,25,64,42,0,13,9,6,20,17,14,0,41
,[Candida] haemulonis,0,0,13,22,0,0,0,0,0,5,0,0,0,0,0,0,0,13
,[Candida] intermedia,0,0,18,36,0,0,13,0,0,17,18,0,0,14,9,13,5,19
,Kodamaea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kodamaea ohmeri,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,8,0,6
,Metschnikowia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Metschnikowia bicuspidata,0,0,12,16,0,5,7,0,0,16,16,0,0,0,7,0,0,7
,Phaffomycetaceae,2,0,0,4,9,8,0,4,6,0,1,4,7,8,9,1,4,7
,Cyberlindnera,0,0,4,3,0,0,2,0,0,0,7,1,5,0,2,1,7,0
,Cyberlindnera fabianii,0,0,9,7,0,0,0,0,0,7,0,0,0,5,0,10,0,18
,Cyberlindnera jadinii,0,0,0,0,0,0,10,0,0,8,7,8,0,16,5,13,10,29
,Komagataella,0,0,0,3,0,0,0,2,0,6,7,0,0,0,0,5,0,2
,Komagataella pastoris,0,0,11,34,0,26,11,8,0,10,6,0,0,0,0,0,0,6
,Wickerhamomyces,1,0,1,1,5,1,1,0,0,2,5,6,0,3,5,5,1,8
,Wickerhamomyces anomalus,0,0,8,25,0,0,0,0,0,7,0,0,0,0,0,6,0,7
,Wickerhamomyces ciferrii,6,0,24,55,0,9,6,11,0,23,35,7,0,30,17,18,10,68
,Pichiaceae,5,0,0,0,0,2,4,2,0,0,0,8,1,0,0,1,0,2
,Ogataea,0,0,4,8,0,0,0,0,0,3,8,0,0,7,6,3,2,6
,Ogataea parapolymorpha,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
,Ogataea polymorpha,0,0,6,8,0,0,0,0,0,6,0,0,0,0,0,0,0,5
,Ogataea siamensis,0,0,0,0,0,0,0,0,0,6,11,0,0,0,6,8,7,7
,Pichia,0,0,0,4,0,1,7,1,0,0,3,6,0,0,0,0,2,2
,Pichia kudriavzevii,0,0,7,11,0,6,0,0,0,8,10,0,6,13,8,12,6,27
,Pichia membranifaciens,0,0,10,0,0,0,0,11,0,8,8,5,5,12,5,16,0,8
,Saccharomycetaceae,1,0,27,37,25,26,17,19,21,27,38,28,19,28,30,37,25,22
,Eremothecium,0,0,3,3,1,5,0,6,0,2,10,10,1,1,2,11,2,9
,Eremothecium cymbalariae,6,0,10,15,0,12,0,0,0,12,21,0,0,6,6,0,5,5
,Eremothecium gossypii,0,0,13,44,6,12,11,0,0,23,9,7,12,17,5,22,16,20
,Kazachstania,0,0,7,1,0,0,0,7,0,1,7,8,0,4,2,0,2,3
,Kazachstania africana,0,0,0,0,0,0,0,0,0,5,9,0,0,0,5,6,0,10
,Kazachstania naganishii,0,0,17,16,0,0,14,0,0,16,7,6,0,6,9,5,23,100
,Kluyveromyces,0,0,5,0,0,5,0,1,5,4,12,4,0,0,2,0,0,5
,Kluyveromyces lactis,0,0,9,5,0,0,9,0,0,0,0,0,8,7,0,8,6,29
,Kluyveromyces marxianus,0,0,20,18,0,0,9,6,0,18,5,5,0,8,6,6,6,12
,Lachancea,0,0,0,3,5,2,0,0,0,0,9,0,0,1,0,0,7,0
,Lachancea lanzarotensis,0,0,9,0,0,0,0,0,0,6,0,0,0,7,0,5,0,8
,Lachancea thermotolerans,0,0,7,13,0,10,0,0,0,12,6,0,7,10,0,6,0,27
,Nakaseomyces,0,0,1,1,0,0,0,0,0,0,0,0,0,2,5,3,1,0
,Nakaseomyces delphensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
,Nakaseomyces/Candida clade,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,3
,[Candida] glabrata,0,0,15,15,0,0,0,0,0,17,7,0,8,18,0,10,9,30
,Naumovozyma,0,0,2,0,0,1,4,5,0,0,2,5,0,4,1,0,3,0
,Naumovozyma castellii,0,0,0,10,0,5,0,0,0,5,12,0,0,0,0,0,0,16
,Naumovozyma dairenensis,0,0,7,11,0,0,7,0,0,27,12,0,0,5,6,0,26,86
