,,Depth (cm),,,,,,,,,,,,,
,Filifactor alocis,0,0,0,0,0,0,0,0,5,0,0,0,0,0
,Paeniclostridium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Paeniclostridium sordellii,16,5,10,0,0,0,8,6,20,8,14,6,6,0
,Peptoclostridium,10,7,5,11,3,9,1,10,9,8,0,19,6,11
,Peptoclostridium acidaminophilum,22,12,8,0,0,0,18,0,7,5,12,0,5,0
,Peptostreptococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Peptostreptococcus anaerobius,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Romboutsia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Romboutsia ilealis,0,9,23,0,0,0,6,16,59,10,0,22,9,22
,Ruminococcaceae,7,7,13,5,6,15,8,3,19,5,6,13,12,10
,Ethanoligenens,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ethanoligenens harbinense,30,58,20,10,6,0,47,18,14,25,45,9,16,20
,Faecalibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Faecalibacterium prausnitzii,113,114,68,16,19,9,167,30,52,42,103,30,40,55
,Flavonifractor,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Flavonifractor plautii,76,73,45,14,10,11,86,15,38,43,74,20,29,40
,Ruminococcaceae incertae sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,[Clostridium] cellulosi,10,12,0,0,0,0,20,0,9,0,5,5,0,16
,[Eubacterium] siraeum,5,13,0,0,0,0,13,0,5,0,5,0,0,7
,Ruminococcus,7,4,14,2,8,4,6,4,14,11,5,5,13,7
,Ruminococcus albus,9,13,0,0,0,0,20,0,0,0,15,0,0,12
,Ruminococcus bicirculans,17,6,0,0,0,0,0,0,0,0,5,0,0,0
,Ruminococcus flavefaciens,0,0,0,0,0,0,8,0,0,0,0,0,0,0
,unclassified Ruminococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ruminococcus sp. SR1/5,16,12,14,10,0,12,16,23,5,18,6,0,5,24
,Ruthenibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ruthenibacterium lactatiformans,48,40,23,7,9,15,41,11,18,10,32,5,13,22
,unclassified Ruminococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ruminococcaceae bacterium CPB6,14,6,5,0,0,0,12,0,0,0,8,0,0,0
,Symbiobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Symbiobacterium,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,Symbiobacterium thermophilum,158,144,86,45,38,17,149,34,87,74,110,53,67,60
,Syntrophomonadaceae,4,2,3,0,7,4,2,3,2,3,0,6,3,1
,Dethiobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"environmental samples <firmicutes,genus Dethiobacter>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Dethiobacter sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Syntrophomonas,4,2,0,0,0,0,0,0,0,5,0,0,0,0
,Syntrophomonas wolfei,50,32,32,14,0,0,44,0,15,10,31,0,5,6
,Syntrophothermus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Syntrophothermus lipocalidus,38,28,14,6,6,5,37,6,14,9,25,0,10,13
,unclassified Clostridiales,13,11,0,0,0,0,2,0,8,8,4,6,2,11
,butyrate-producing bacterium SS3/4,5,8,7,0,0,0,20,0,6,0,9,0,5,0
,"environmental samples <firmicutes,class Clostridia>",2,1,0,1,0,5,4,0,0,6,1,0,0,3
,Clostridia bacterium enrichment culture clone BF,44,12,5,10,0,0,31,5,5,8,19,0,7,12
,uncultured Clostridia bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Halanaerobiales,1,2,7,0,3,1,0,9,1,3,5,6,1,0
,Halanaerobiaceae,1,1,3,0,5,4,2,3,2,0,0,11,3,2
,Halanaerobium,1,17,3,3,5,3,5,6,13,7,0,2,3,6
,Halanaerobium hydrogeniformans,21,34,9,6,0,12,23,0,0,6,10,6,13,18
,Halanaerobium praevalens,11,0,0,0,0,0,0,0,0,5,12,0,0,9
,Halothermothrix,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Halothermothrix orenii,26,36,0,6,5,6,41,0,7,18,14,0,6,13
,Halanaerobiales incertae sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anoxybacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anoxybacter fermentans,28,15,13,0,6,0,22,5,0,15,7,0,10,17
,Halobacteroidaceae,2,8,0,5,0,5,0,0,6,7,0,0,8,6
,Acetohalobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acetohalobium arabaticum,16,20,6,0,0,0,19,0,0,0,11,0,6,11
,Fuchsiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fuchsiella ferrireducens,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Halobacteroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Halobacteroides halobius,13,18,6,0,7,0,13,0,6,0,6,0,0,40
,Natranaerobiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Natranaerobiaceae,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Natranaerobius,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Natranaerobius thermophilus,25,36,11,0,0,0,19,0,0,0,15,0,0,0
,Thermoanaerobacterales,9,14,7,8,6,5,12,7,9,12,13,6,10,9
,Thermoanaerobacteraceae,9,12,17,5,15,15,10,16,10,15,4,14,13,11
,Caldanaerobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Caldanaerobacter subterraneus,19,13,12,8,0,0,17,0,5,7,8,0,0,6
,Carboxydothermus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carboxydothermus hydrogenoformans,29,37,10,0,7,8,40,0,11,5,18,0,6,18
,Moorella group,0,0,0,0,0,0,0,0,0,0,0,2,0,0
,Ammonifex,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ammonifex degensii,87,92,36,14,10,14,95,5,40,33,50,16,41,52
,Moorella,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Moorella thermoacetica,115,88,61,12,11,14,100,8,43,38,94,12,49,44
,Tepidanaerobacter,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Tepidanaerobacter acetatoxydans,19,11,12,5,0,0,16,5,11,0,19,0,5,0
,Thermacetogenium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermacetogenium phaeum,52,52,26,13,9,18,78,11,24,32,58,13,23,33
,Thermanaeromonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermanaeromonas toyohensis,31,25,15,10,0,0,24,0,15,6,27,5,10,16
,Thermoanaerobacter,48,82,27,12,7,0,37,14,27,20,25,7,15,29
,"environmental samples <firmicutes,genus Thermoanaerobacter>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Thermoanaerobacter sp.,10,0,0,0,0,0,6,0,0,0,8,0,0,0
,Thermoanaerobacter ethanolicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermoanaerobacter italicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermoanaerobacter kivui,14,7,5,0,5,0,17,0,0,5,8,0,0,8
,Thermoanaerobacter mathranii,0,0,0,0,0,0,0,0,0,0,6,0,0,0
,Thermoanaerobacter wiegelii,0,0,0,0,0,0,6,0,0,0,0,0,0,0
,Thermoanaerobacterales Family III. Incertae Sedis,1,0,4,0,5,2,1,11,0,0,0,10,8,3
,Caldicellulosiruptor,50,59,41,14,6,21,50,15,48,34,29,11,26,42
,Caldicellulosiruptor bescii,0,7,0,0,0,0,0,0,0,0,0,0,0,0
,Caldicellulosiruptor changbaiensis,13,0,6,0,0,0,6,0,0,0,5,0,0,0
,Caldicellulosiruptor hydrothermalis,0,0,0,0,0,0,10,0,0,0,6,0,0,0
,Caldicellulosiruptor kronotskyensis,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Caldicellulosiruptor obsidiansis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Caldicellulosiruptor owensensis,14,0,5,0,0,0,13,0,0,0,6,0,8,0
,Caldicellulosiruptor saccharolyticus,13,0,7,0,0,0,0,0,0,0,0,0,0,0
,Thermoanaerobacterium,12,12,9,10,9,8,6,10,27,20,2,7,4,19
,Thermoanaerobacterium saccharolyticum,12,10,8,0,0,0,13,0,0,5,5,0,0,0
,Thermoanaerobacterium thermosaccharolyticum,21,17,7,0,0,0,22,0,6,0,17,0,11,13
,Thermoanaerobacterium xylanolyticum,0,28,6,0,0,6,10,0,0,0,8,0,0,6
,Thermosediminibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermosediminibacter oceani,39,31,14,6,5,0,31,0,15,17,26,0,6,6
,Thermoanaerobacterales Family IV. Incertae Sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mahella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mahella australiensis,19,25,16,0,0,0,19,0,12,5,10,12,7,20
,Thermodesulfobiaceae,0,1,4,0,0,0,0,0,5,5,4,0,0,3
,Thermodesulfobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermodesulfobium narugense,24,23,0,0,0,0,10,0,0,0,5,0,0,6
,"environmental samples <firmicutes,phylum Firmicutes>",0,0,0,0,0,0,2,0,1,0,1,0,1,0
,uncultured Firmicutes bacterium,18,30,8,0,0,0,22,7,27,12,22,0,5,21
,uncultured low G+C Gram-positive bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Erysipelotrichia,0,0,0,0,0,0,0,0,2,0,0,0,0,0
,Erysipelotrichales,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,Erysipelotrichaceae,5,5,10,6,0,5,4,3,14,10,0,7,8,1
,Erysipelatoclostridium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,[Clostridium] innocuum,13,11,0,0,0,0,16,0,0,0,11,0,0,7
,Erysipelothrix,9,1,5,0,0,0,0,5,6,6,0,0,1,0
,"environmental samples <firmicutes,genus Erysipelothrix>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Erysipelothrix sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Erysipelothrix larvae,0,5,0,0,0,0,7,0,0,0,0,0,5,0
,Erysipelothrix rhusiopathiae,6,0,0,0,0,0,8,0,0,0,6,0,0,0
,Faecalitalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Faecalitalea cylindroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Turicibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"environmental samples <firmicutes,genus Turicibacter>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Turicibacter sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Negativicutes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acidaminococcales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acidaminococcaceae,1,0,3,2,0,7,0,0,5,6,1,1,2,3
,Acidaminococcus,2,0,2,0,0,0,0,5,3,6,0,2,4,6
,Acidaminococcus fermentans,33,26,14,8,0,0,51,0,19,0,25,5,9,8
,Acidaminococcus intestini,19,8,0,0,0,0,13,0,0,0,10,0,0,6
,Phascolarctobacterium,12,13,0,0,0,0,15,6,0,6,11,0,0,7
,Selenomonadales,4,5,4,0,7,1,4,6,3,3,3,6,13,3
,Selenomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Megamonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Megamonas hypermegale,12,9,0,0,0,0,12,0,8,0,9,0,10,0
,Selenomonas,40,26,21,5,15,17,24,22,40,15,24,19,13,32
,Selenomonas ruminantium,29,22,8,0,5,0,27,0,7,0,17,0,17,8
,Selenomonas sputigena,36,29,26,6,0,5,36,6,41,13,34,12,16,10
,unclassified Selenomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Selenomonas sp. oral taxon 126,25,16,13,10,0,0,26,0,20,16,13,0,16,0
,Selenomonas sp. oral taxon 136,11,0,0,6,0,0,9,0,8,0,0,5,0,0
,Selenomonas sp. oral taxon 478,0,0,0,0,0,0,14,0,0,6,12,0,6,0
,Sporomusaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pelosinus,15,23,21,13,3,14,35,30,31,25,13,20,45,35
,Pelosinus fermentans,77,362,126,100,17,50,73,74,221,97,58,106,107,78
,unclassified Pelosinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pelosinus sp. UFO1,31,95,53,35,28,37,74,68,69,79,26,59,78,63
,Sporomusa,0,2,1,0,0,0,0,0,0,0,0,0,1,1
,Sporomusa termitida,42,59,9,5,0,0,57,16,25,19,36,20,24,30
,Veillonellales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Veillonellaceae,22,28,24,8,13,17,9,26,22,21,7,20,18,32
,Dialister,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dialister pneumosintes,0,10,0,0,5,0,8,0,7,0,14,0,0,0
,"environmental samples <firmicutes,family Veillonellaceae>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Veillonellaceae bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Megasphaera,0,0,0,0,0,0,0,0,0,0,0,0,5,0
,Megasphaera elsdenii,41,34,18,8,5,7,43,0,22,18,25,5,17,18
,Veillonella,15,23,16,0,0,9,12,7,7,15,13,6,16,14
,Veillonella atypica,0,0,0,0,0,6,0,0,5,6,0,0,0,0
,Veillonella dispar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Veillonella parvula,0,0,0,0,0,0,0,0,19,0,0,7,0,0
,Veillonella rodentium,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tissierellia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tissierellales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gottschalkiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gottschalkia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gottschalkia acidurici,0,5,7,0,0,0,6,0,6,0,8,0,5,5
,Peptoniphilaceae,10,15,4,6,0,5,5,7,10,14,4,12,18,6
,Anaerococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anaerococcus prevotii,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,Finegoldia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Finegoldia magna,0,0,0,0,0,0,6,0,0,0,6,0,0,0
,Parvimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Parvimonas micra,5,0,6,0,0,0,9,0,17,0,0,0,0,10
,Peptoniphilus,0,0,0,2,0,0,3,8,3,0,3,0,0,10
,Peptoniphilus harei,5,5,6,0,0,0,0,0,0,0,0,0,0,5
,Peptoniphilus ivorii,6,9,7,5,0,0,8,0,6,0,11,0,0,0
,Tissierellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,[Clostridium] ultunense,10,5,7,0,0,7,8,7,7,0,0,0,0,14
,Gudongella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gudongella oleilytica,16,14,8,0,0,0,29,0,5,7,13,0,0,0
,unclassified Firmicutes sensu stricto,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,endosymbiont 'TC1' of Trimyema compressum,0,0,0,0,0,5,7,0,0,0,0,0,0,11
,Tenericutes,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,Candidatus Izimaplasma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Candidatus Izimaplasma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Izimaplasma sp. HR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mollicutes,8,6,3,4,11,3,9,8,8,10,4,12,3,4
,Acholeplasmatales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acholeplasmataceae,4,0,7,6,3,1,0,0,0,1,0,0,9,3
,Acholeplasma,14,16,11,0,0,0,10,10,28,12,7,14,0,15
,Acholeplasma axanthum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acholeplasma brassicae,0,0,0,0,0,0,6,0,0,0,0,0,0,0
,Acholeplasma hippikon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acholeplasma laidlawii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acholeplasma oculi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acholeplasma palmae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Phytoplasma,8,14,13,0,6,10,17,6,22,19,7,12,5,10
,16SrXII (Stolbur group),0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Phytoplasma australiense,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Phytoplasma asteris,0,0,0,0,0,38,0,0,62,0,0,0,0,0
,Aster yellows witches'-broom phytoplasma,0,0,0,0,0,12,0,0,35,0,0,0,0,0
,Entomoplasmatales,1,11,5,3,0,5,3,7,5,1,0,1,4,6
,Entomoplasmataceae,9,2,3,0,0,6,2,0,0,4,2,12,4,5
,Entomoplasma,5,0,0,0,0,0,2,0,5,0,5,0,0,0
,Entomoplasma freundtii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Entomoplasma luminosum,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Entomoplasma melaleucae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Entomoplasma somnilux,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mesoplasma,0,5,6,0,0,0,6,0,5,12,5,0,5,0
,Mesoplasma chauliocola,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mesoplasma florum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mesoplasma lactucae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mesoplasma syrphidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Spiroplasmataceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Spiroplasma,36,21,32,9,7,16,23,18,31,40,26,25,17,37
,Spiroplasma chrysopicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Spiroplasma clarkii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Spiroplasma diminutum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Spiroplasma gladiatoris,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Spiroplasma helicoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Spiroplasma syrphidicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Spiroplasma taiwanense,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasmatales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasmataceae,7,5,2,2,0,0,5,2,2,6,6,2,5,3
,Candidatus Hepatoplasma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Hepatoplasma crinochetorum,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma,95,93,65,28,8,29,86,56,83,86,47,63,69,63
,Candidatus Mycoplasma girerdii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Mycoplasma haemolamae,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Mycoplasma anserisalpingitidis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma arginini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma bovis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma californicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma canadense,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma cloacale,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma columbinum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma columborale,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma conjunctivae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma crocodyli,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma gallopavonis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma haemocanis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma hominis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma hyopneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma maculosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma mycoides group,0,0,5,0,0,0,0,0,5,0,6,0,0,0
,Mycoplasma mycoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma neurolyticum,0,6,0,0,0,0,10,0,0,0,9,0,0,5
,Mycoplasma penetrans,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma phocidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma putrefaciens,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma suis,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Mycoplasma synoviae,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Ureaplasma,0,0,0,0,0,0,0,0,7,0,0,0,0,0
,Ureaplasma diversum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Terrabacteria group,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermobaculum,0,1,0,0,0,0,0,0,0,0,0,0,1,0
,Thermobaculum terrenum,65,87,46,17,16,19,97,13,53,41,72,33,34,33
,Thermodesulfobacteria <phylum>,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermodesulfobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermodesulfobacteriales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermodesulfobacteriaceae,2,7,0,0,4,1,2,0,0,0,0,6,6,0
,Thermodesulfatator,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermodesulfatator indicus,64,17,12,8,0,7,56,0,15,14,32,6,13,20
,Thermodesulfobacterium,1,0,2,9,5,0,0,0,8,7,5,7,0,10
,Thermodesulfobacterium commune,19,8,8,0,0,0,16,0,5,0,0,0,0,0
,Thermodesulfobacterium geofontis,30,13,8,0,0,0,14,0,0,8,11,0,0,9
,Thermotogae <phylum>,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermotogae,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Kosmotogales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kosmotogaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kosmotoga,4,7,6,0,0,0,1,0,0,0,5,0,0,9
,Kosmotoga olearia,6,9,0,0,0,0,7,0,0,0,8,0,0,5
,Kosmotoga pacifica,6,0,0,0,0,0,12,0,0,0,0,0,0,5
,Mesotoga,9,4,4,1,4,0,0,10,6,4,0,5,9,5
,Mesotoga infera,0,7,0,6,6,0,20,0,0,0,12,0,0,8
,Mesotoga prima,12,20,11,7,0,0,22,0,5,10,6,0,5,10
,Petrotogales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Petrotogaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Defluviitoga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Defluviitoga tunisiensis,0,15,5,0,0,0,0,0,5,0,0,0,0,6
,Marinitoga,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,Marinitoga piezophila,11,6,6,0,0,0,7,0,0,5,0,0,0,5
,Petrotoga,0,0,0,0,0,0,0,0,5,0,0,0,0,0
,Petrotoga mobilis,13,13,9,0,0,0,15,0,0,0,7,0,0,9
,Thermotogales,24,13,7,1,2,0,41,1,2,1,23,2,0,8
,Fervidobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fervidobacterium,15,5,7,7,0,0,7,0,5,0,8,0,0,7
,Fervidobacterium changbaicum,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Fervidobacterium nodosum,0,16,0,0,0,0,5,0,0,0,0,0,0,0
,Fervidobacterium pennivorans,0,5,0,0,0,0,8,0,7,0,0,0,0,0
,Thermosipho,0,2,0,0,5,0,2,6,11,1,0,0,5,13
,Thermosipho africanus,16,9,8,0,0,0,10,0,0,0,9,0,0,0
,Thermosipho melanesiensis,15,7,5,0,0,0,8,0,0,5,6,0,0,0
,Thermotogaceae,26,21,25,17,13,25,13,12,39,24,12,34,34,17
,Pseudothermotoga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pseudothermotoga hypogea,19,6,0,0,0,0,15,0,0,0,8,0,0,6
,Pseudothermotoga thermarum,0,0,0,0,0,0,10,0,0,0,0,0,5,0
,Thermotoga,76,60,38,24,18,5,71,23,40,30,33,31,21,50
,Thermotoga caldifontis,22,23,9,6,0,0,20,0,7,0,15,0,10,0
,Thermotoga neapolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermotoga profunda,5,13,0,0,0,0,7,0,0,0,11,0,0,0
,unclassified Thermotoga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermotoga sp. Cell2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermotoga sp. RQ7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Bacteria,21,13,16,13,9,12,7,16,34,16,10,22,29,21
,bacterium endosymbiont of Trichobius sp. 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,bacterium symbiont of Plakortis simplex pPS11G3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,bacterium symbiont of Theonella swinhoei pTSMAC1,7,0,5,0,5,0,16,0,0,0,0,0,0,0
,endosymbiont of Oligobrachia haakonmosbiensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Archaea,273,153,133,53,33,22,257,53,94,97,150,44,136,132
,"environmental samples <archaea,superkingdom Archaea>",20,9,12,4,1,0,17,5,2,8,13,0,12,13
,uncultured archaeon,2506,1856,1830,445,388,289,2449,511,869,1140,1464,455,1801,1309
,uncultured archaeon W4-93a,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured archaeon W5-61a,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Euryarchaeota,165,130,83,28,30,22,192,40,46,76,84,46,80,67
,Archaeoglobi,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,Archaeoglobales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Archaeoglobaceae,9,4,11,2,6,4,8,1,2,9,5,5,2,2
,Archaeoglobus,7,7,6,9,0,5,2,6,6,4,3,8,20,11
,Archaeoglobus fulgidus,16,18,8,0,0,0,19,0,12,0,13,0,0,11
,Archaeoglobus profundus,0,0,0,0,0,0,9,0,0,0,8,0,0,0
,Archaeoglobus sulfaticallidus,14,12,6,0,0,0,10,0,0,0,9,0,0,0
,Archaeoglobus veneficus,14,17,6,0,0,0,30,0,8,5,21,0,0,17
,Ferroglobus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ferroglobus placidus,5,6,0,0,0,0,12,0,0,0,0,0,0,15
,Geoglobus,4,2,2,2,0,0,1,5,1,1,1,0,11,3
,Geoglobus acetivorans,18,7,8,0,0,0,17,0,0,0,12,0,0,5
,Geoglobus ahangari,21,11,5,5,0,0,27,0,8,5,16,0,9,13
,Diaforarchaea group,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,DHVE2 group,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Aciduliprofundum,8,6,7,0,0,0,2,0,0,5,9,0,0,8
,Aciduliprofundum boonei,9,8,0,0,0,0,5,0,0,0,0,0,0,0
