,,Depth (cm),,,,,,,,,,,
,"environmental samples <firmicutes,genus Lutispora>",0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Lutispora sp.,0,0,0,0,0,8,0,0,0,0,0,0
,Clostridiales incertae sedis,3,4,10,9,4,4,4,8,6,12,4,6
,Clostridiales Family XIII. Incertae Sedis,11,12,5,0,7,7,9,14,0,1,3,5
,[Eubacterium] minutum,5,6,0,0,0,14,6,0,0,0,0,5
,[Eubacterium] sulci,0,0,0,0,5,40,0,0,0,6,0,0
,Mogibacterium,7,7,0,0,5,6,5,6,0,5,2,1
,Mogibacterium diversum,0,6,0,0,0,17,6,0,0,0,0,0
,Mogibacterium pumilum,0,6,0,0,0,37,5,0,0,0,29,56
,Clostridiales Family XVI. Incertae Sedis,0,0,0,0,0,0,0,0,0,0,0,0
,Carboxydocella,0,0,0,0,0,1,0,0,0,0,0,0
,Carboxydocella thermautotrophica,79,114,16,8,20,161,55,43,14,11,5,41
,Clostridiales Family XVII. Incertae Sedis,1,1,4,4,0,0,0,3,1,6,0,0
,Sulfobacillus,8,8,0,0,2,5,7,3,0,0,1,3
,Sulfobacillus acidophilus,15,20,0,0,13,49,6,6,0,0,0,5
,Sulfobacillus thermotolerans,11,13,0,0,15,18,5,0,0,0,22,61
,Thermaerobacter,1,1,0,0,0,0,0,0,0,0,0,0
,Thermaerobacter marianensis,138,174,19,21,14,114,52,34,12,0,5,10
,"environmental samples <firmicutes,order Clostridiales>",0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Clostridiales bacterium,0,0,0,0,0,10,0,0,0,0,0,0
,Eubacteriaceae,3,1,3,3,0,2,1,1,8,1,0,4
,Acetobacterium,0,0,0,0,1,0,0,0,0,0,0,0
,Acetobacterium woodii,13,34,0,5,35,138,10,25,0,26,6,14
,Eubacterium,21,35,21,25,21,53,19,24,0,13,10,17
,[Eubacterium] eligens,5,10,5,0,37,119,5,19,0,33,15,6
,"environmental samples <firmicutes,genus Eubacterium>",0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Eubacterium sp.,0,0,0,0,0,14,0,0,0,0,0,0
,Eubacterium callanderi,6,15,0,0,12,57,0,0,0,0,14,33
,Eubacterium limosum,28,56,0,0,10,113,26,15,0,10,23,25
,Heliobacteriaceae,4,1,1,0,2,1,3,5,5,7,1,10
,Heliobacillus,0,0,0,0,0,0,0,0,0,0,0,0
,Heliobacillus mobilis,0,5,0,0,0,19,0,0,0,0,0,0
,Heliobacterium,2,0,0,0,0,0,0,0,0,0,0,0
,Heliobacterium modesticaldum,73,87,5,5,24,97,35,5,0,0,5,7
,Hungateiclostridiaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Fastidiosipila,0,0,0,0,0,0,0,0,0,0,0,0
,Fastidiosipila sanguinis,7,21,0,0,12,57,0,0,0,8,9,18
,Hungateiclostridium,0,0,0,0,0,0,0,0,0,0,0,0
,Hungateiclostridium clariflavum,7,30,0,0,13,116,16,14,0,22,5,8
,Hungateiclostridium thermocellum,14,30,0,0,15,70,12,5,0,89,0,5
,Mageeibacillus,0,0,0,0,0,0,0,0,0,0,0,0
,Mageeibacillus indolicus,0,12,0,0,0,21,0,7,0,0,6,27
,Pseudoclostridium,0,0,0,0,0,0,0,0,0,0,0,0
,Pseudoclostridium thermosuccinogenes,12,32,0,0,16,89,9,5,0,10,8,24
,Ruminiclostridium,16,8,16,18,3,7,15,19,6,11,19,16
,Ruminiclostridium cellulolyticum,0,23,0,0,15,71,8,23,0,34,0,5
,Thermoclostridium,0,0,0,0,0,0,0,0,0,0,0,0
,Thermoclostridium stercorarium,19,36,6,0,6,56,13,14,0,5,30,89
,Lachnospiraceae,36,38,23,26,21,140,34,15,15,67,13,16
,Anaerobutyricum,0,0,0,0,0,0,0,0,0,0,0,0
,Anaerobutyricum hallii,0,20,0,0,15,123,7,0,0,22,0,10
,Anaerostipes,0,3,5,0,0,1,7,2,0,3,0,0
,Anaerostipes hadrus,5,27,0,0,21,157,6,10,0,71,11,55
,Anaerostipes rhamnosivorans,13,14,0,0,19,74,0,11,0,0,15,110
,Anaerotignum,0,0,0,0,0,0,0,0,0,0,0,0
,Anaerotignum propionicum,12,25,0,0,25,123,9,12,0,26,11,17
,Blautia,18,11,10,13,10,13,14,8,0,5,7,11
,[Ruminococcus] torques,5,12,0,0,11,102,0,0,0,20,0,6
,Blautia coccoides,8,27,0,5,10,71,6,15,0,0,0,7
,Blautia hansenii,6,28,0,0,10,58,22,9,0,44,13,9
,Blautia obeum,6,15,0,0,11,61,0,14,0,36,0,6
,Blautia producta,27,18,5,7,15,91,7,14,0,19,0,5
,Butyrivibrio,0,8,0,0,4,3,3,20,0,5,0,5
,Butyrivibrio hungatei,0,10,0,0,6,102,0,0,0,20,19,24
,Butyrivibrio proteoclasticus,0,11,0,0,11,93,5,0,0,10,10,0
,Cellulosilyticum,0,0,0,0,0,2,0,0,0,0,0,0
,Cellulosilyticum lentocellum,10,20,0,0,38,189,0,14,0,34,47,179
,Coprococcus,0,0,0,0,0,0,0,0,0,0,0,0
,Coprococcus sp. ART55/1,0,8,0,0,0,61,9,5,0,0,6,0
,"environmental samples <firmicutes,family Lachnospiraceae>",0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Lachnospiraceae bacterium,0,0,0,0,0,9,0,0,0,0,0,0
,Lachnoanaerobaculum,0,0,0,0,0,0,0,0,0,0,0,0
,Lachnoanaerobaculum umeaense,0,14,0,5,10,78,16,12,0,10,18,62
,Lachnoclostridium,14,6,21,15,16,22,19,21,6,18,3,15
,[Clostridium] bolteae,18,57,0,0,7,106,8,6,0,0,7,51
,[Clostridium] saccharolyticum,26,41,0,5,0,71,7,14,0,35,7,0
,[Clostridium] scindens,19,20,0,0,0,36,0,0,0,0,9,40
,[Clostridium] sphenoides,12,33,0,0,8,94,12,5,0,0,0,0
,Lachnoclostridium phytofermentans,0,38,0,0,42,119,7,12,0,52,11,39
,Roseburia,1,0,0,0,0,1,0,0,0,0,0,0
,Roseburia intestinalis,11,30,0,0,18,111,0,19,0,13,0,10
,Tyzzerella,0,0,5,0,0,5,0,1,0,0,0,0
,unclassified Lachnospiraceae,0,1,0,0,0,0,0,0,0,0,0,0
,[Eubacterium] rectale,9,30,0,0,0,79,13,0,0,0,6,5
,Lachnospiraceae bacterium oral taxon 500,7,15,0,0,6,94,6,21,0,11,20,50
,Oscillospiraceae,0,0,0,0,0,0,0,0,0,0,0,0
,Oscillibacter,0,0,0,0,0,0,0,0,0,0,0,0
,Oscillibacter valericigenes,22,29,0,0,0,22,17,8,0,0,0,0
,Peptococcaceae,20,47,17,20,34,63,20,13,10,20,9,7
,Candidatus Desulforudis,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Desulforudis audaxviator,58,90,13,9,0,75,31,20,7,0,0,8
,Dehalobacter,26,41,0,5,21,129,25,20,7,13,0,14
,Dehalobacter restrictus,7,6,0,0,12,51,0,5,0,0,0,6
,unclassified Dehalobacter,0,0,0,0,0,0,0,0,0,0,0,0
,Dehalobacter sp. DCA,0,0,0,0,0,6,0,0,0,0,0,0
,Dehalobacterium,0,0,0,0,0,0,0,0,0,0,0,0
,Dehalobacterium formicoaceticum,25,39,0,0,6,111,32,32,0,15,6,8
,Desulfallas,0,0,0,0,0,0,0,0,0,0,0,0
,Desulfallas gibsoniae,229,320,35,27,33,262,115,81,9,38,7,36
,Desulfitobacterium,10,15,16,14,11,23,15,9,10,7,10,3
,Desulfitobacterium dehalogenans,18,36,0,0,5,64,11,7,0,5,0,25
,Desulfitobacterium dichloroeliminans,20,37,5,0,19,84,14,11,0,32,7,14
,Desulfitobacterium hafniense,41,66,0,6,17,134,28,16,0,9,7,38
,Desulfitobacterium metallireducens,10,25,0,0,27,66,10,7,0,6,0,25
,Desulfofarcimen,0,0,0,0,0,0,0,0,0,0,0,0
,Desulfofarcimen acetoxidans,44,74,5,0,21,160,31,24,0,28,0,8
,Desulfofundulus,0,0,0,0,0,0,0,0,0,0,0,0
,Desulfofundulus kuznetsovii,92,136,10,15,24,159,45,30,7,6,0,6
,Desulfofundulus thermocisternus,0,0,0,0,0,13,0,0,0,0,0,0
,Desulfosporosinus,2,5,5,5,1,12,3,9,2,1,1,1
,Desulfosporosinus acidiphilus,28,26,0,0,21,103,8,0,0,73,19,74
,Desulfosporosinus meridiei,29,28,0,0,32,177,19,17,0,65,25,54
,Desulfosporosinus orientis,30,56,0,9,33,228,28,31,5,77,9,48
,Desulfotomaculum,10,24,12,9,8,18,11,8,5,11,6,10
,Desulfotomaculum nigrificans,29,72,14,8,8,149,28,31,0,13,12,67
,Desulfotomaculum reducens,42,50,0,0,7,103,14,20,0,7,7,21
,Desulfotomaculum ruminis,34,75,5,6,25,153,17,40,5,0,6,12
,Pelotomaculum,0,0,0,0,0,0,0,0,1,0,1,0
,Pelotomaculum thermopropionicum,45,101,8,5,12,78,33,24,7,5,6,13
,Syntrophobotulus,0,0,0,0,0,0,0,0,0,0,0,0
,Syntrophobotulus glycolicus,26,42,0,5,9,108,17,8,0,11,6,10
,Thermincola,0,0,0,0,0,0,0,0,0,0,0,0
,Thermincola potens,29,63,0,0,5,114,21,22,5,0,0,16
,Peptostreptococcaceae,4,11,7,5,6,6,5,5,2,5,3,17
,Acetoanaerobium,0,0,0,0,0,0,0,0,0,0,0,0
,Acetoanaerobium sticklandii,6,21,0,0,21,143,6,12,0,10,17,37
,Clostridioides,0,0,0,0,0,0,0,0,0,0,0,0
,Clostridioides difficile,40,69,7,0,103,526,24,45,5,140,69,157
,Filifactor,0,0,0,0,0,0,0,0,0,0,0,0
,Filifactor alocis,6,5,0,0,7,43,5,8,0,0,0,0
,Paeniclostridium,0,0,0,0,0,0,0,0,0,0,0,0
,Paeniclostridium sordellii,10,15,0,0,42,297,14,24,0,78,23,45
,Peptoclostridium,2,3,9,16,3,9,3,1,1,5,1,10
,Peptoclostridium acidaminophilum,18,22,0,0,5,48,5,16,0,13,0,0
,Romboutsia,0,0,0,0,0,0,0,0,0,0,0,0
,Romboutsia ilealis,0,13,0,0,38,151,6,6,0,62,21,63
,Ruminococcaceae,10,16,9,7,5,34,19,10,8,9,8,16
,Ethanoligenens,0,0,0,0,0,0,0,0,0,0,0,0
,Ethanoligenens harbinense,25,48,0,8,13,43,0,5,7,0,0,0
,Faecalibacterium,1,0,0,0,0,0,0,0,0,0,0,0
,Faecalibacterium prausnitzii,76,145,18,22,34,149,62,29,9,8,0,22
,Flavonifractor,0,0,0,0,0,0,0,0,0,0,0,0
,Flavonifractor plautii,65,109,21,7,16,87,41,20,6,7,0,7
,Ruminococcus,15,2,11,5,19,14,6,3,0,6,0,6
,Ruminococcus albus,7,15,0,0,0,34,0,0,0,0,0,0
,Ruminococcus bicirculans,0,14,0,0,5,24,0,0,0,31,7,0
,Ruminococcus champanellensis,0,0,0,0,0,8,0,0,0,0,0,0
,Ruminococcus flavefaciens,0,0,0,0,0,11,0,0,0,0,0,0
,unclassified Ruminococcus,0,0,0,0,0,0,0,0,0,0,0,0
,Ruminococcus sp. SR1/5,6,18,0,0,0,71,5,5,0,0,5,0
,Ruthenibacterium,0,0,0,0,0,0,0,0,0,0,0,0
,Ruthenibacterium lactatiformans,23,52,0,0,5,64,6,7,0,0,0,0
,unclassified Ruminococcaceae,0,0,0,0,0,0,0,0,0,0,0,0
,[Clostridium] cellulosi,15,34,0,0,8,44,8,9,0,0,0,0
,[Eubacterium] siraeum,7,20,0,0,11,32,0,0,0,0,0,0
,unclassified Ruminococcaceae (miscellaneous),0,0,0,0,0,0,0,0,0,0,0,0
,Ruminococcaceae bacterium CPB6,15,10,0,0,6,33,0,0,0,0,0,0
,Symbiobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Symbiobacterium,0,0,0,0,0,0,0,0,0,0,0,0
,Symbiobacterium thermophilum,109,184,28,0,17,107,49,30,20,18,0,22
,Syntrophomonadaceae,0,0,2,5,6,3,0,4,6,1,7,3
,Syntrophomonas,0,0,0,0,0,0,0,0,0,0,0,0
,Syntrophomonas wolfei,50,65,5,0,23,78,25,18,0,9,0,9
,Syntrophothermus,0,0,0,0,0,0,0,0,0,0,0,0
,Syntrophothermus lipocalidus,28,45,0,0,0,60,21,9,0,0,0,0
,unclassified Clostridiales,6,11,12,13,6,2,7,0,1,9,3,5
,Intestinimonas,0,0,0,0,0,0,0,0,0,0,0,0
,Intestinimonas butyriciproducens,39,62,0,0,5,47,16,12,0,0,0,0
,unclassified Clostridiales (miscellaneous),8,0,0,0,2,10,4,2,0,0,0,4
,butyrate-producing bacterium SM4/1,6,0,0,0,0,0,0,0,0,0,0,0
,butyrate-producing bacterium SS3/4,10,9,0,0,5,64,6,5,0,0,0,0
,"environmental samples <firmicutes,class Clostridia>",4,2,0,1,0,0,4,2,0,0,0,0
,Clostridia bacterium enrichment culture clone BF,39,45,0,5,0,32,17,8,0,0,0,6
,uncultured Clostridia bacterium,0,5,0,0,0,10,0,0,0,0,0,0
,Halanaerobiales,0,0,8,7,1,3,0,1,0,0,0,0
,Halanaerobiaceae,0,1,2,7,2,4,4,0,4,2,0,0
,Halanaerobium,8,8,5,0,0,3,5,3,7,0,3,1
,Halanaerobium hydrogeniformans,27,28,0,0,51,193,8,106,0,91,8,36
,Halanaerobium praevalens,25,23,0,0,50,228,0,20,0,42,31,129
,Halothermothrix,0,0,0,0,0,0,0,0,0,0,0,0
,Halothermothrix orenii,31,46,0,0,6,122,17,13,0,10,21,47
,Halobacteroidaceae,7,6,5,6,0,1,9,1,8,2,3,2
,Acetohalobium,0,0,0,0,0,0,0,0,0,0,0,0
,Acetohalobium arabaticum,21,48,0,0,14,69,9,28,0,5,0,8
,Halobacteroides,1,0,0,0,0,0,0,0,0,0,0,0
,Halobacteroides halobius,12,17,0,0,32,159,10,30,0,52,15,25
,unclassified Halanaerobiales,0,0,0,0,0,0,0,0,0,0,0,0
,Anoxybacter,0,0,0,0,0,0,0,0,0,0,0,0
,Anoxybacter fermentans,34,49,0,0,16,128,20,32,0,10,5,35
,Natranaerobiales,0,0,0,0,0,0,0,0,0,0,0,0
,Natranaerobiaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Natranaerobius,0,0,0,0,0,0,0,0,0,0,0,0
,Natranaerobius thermophilus,10,28,0,0,24,78,8,34,0,20,19,71
,Thermoanaerobacterales,9,13,7,12,6,15,6,9,0,3,3,3
,Thermoanaerobacteraceae,13,10,29,23,19,12,14,5,12,10,4,9
,Caldanaerobacter,0,0,0,0,0,0,0,0,0,0,0,0
,Caldanaerobacter subterraneus,18,27,0,0,5,62,22,10,0,0,27,88
,Carboxydothermus,0,0,0,0,0,2,0,0,0,0,0,0
,Carboxydothermus hydrogenoformans,37,49,0,0,8,73,6,15,0,8,0,12
,Moorella group,0,1,4,7,4,0,0,0,4,4,5,2
,Ammonifex,0,0,0,0,0,0,0,0,0,0,0,0
,Ammonifex degensii,66,114,8,5,8,49,34,10,7,0,0,0
,Moorella,2,0,0,0,1,1,2,0,0,0,0,0
,Moorella thermoacetica,89,126,17,12,19,137,43,31,0,21,0,8
,Tepidanaerobacter,0,0,0,0,0,0,0,0,5,0,0,0
,Tepidanaerobacter acetatoxydans,18,24,0,0,0,41,18,18,0,6,0,5
,Thermacetogenium,0,0,0,0,0,0,0,0,0,0,0,0
,Thermacetogenium phaeum,79,111,9,0,5,68,42,33,0,9,0,5
,Thermanaeromonas,0,0,0,0,0,0,0,0,0,0,0,0
,Thermanaeromonas toyohensis,38,70,0,5,6,71,23,26,0,0,25,61
,Thermoanaerobacter,61,75,9,16,47,277,38,41,11,63,35,60
,Thermoanaerobacter ethanolicus,8,5,0,0,0,6,0,0,0,0,0,0
,Thermoanaerobacter italicus,0,0,0,0,0,24,0,0,0,0,0,0
,Thermoanaerobacter kivui,0,19,0,0,20,41,5,0,0,5,0,36
,Thermoanaerobacter mathranii,0,0,0,0,0,8,0,0,0,0,0,0
,Thermoanaerobacter wiegelii,0,0,0,0,0,10,0,0,0,0,0,0
,Thermoanaerobacterales Family III. Incertae Sedis,3,3,5,7,5,4,1,4,5,4,0,1
,Caldicellulosiruptor,55,100,10,8,63,242,56,77,7,106,34,70
,Caldicellulosiruptor changbaiensis,0,10,0,0,0,35,8,7,0,10,5,8
,Caldicellulosiruptor hydrothermalis,0,0,0,0,0,30,0,0,0,0,0,8
,Caldicellulosiruptor kristjanssonii,0,0,0,0,0,8,0,0,0,0,0,0
,Caldicellulosiruptor kronotskyensis,0,6,0,0,10,26,0,0,0,0,0,0
,Caldicellulosiruptor lactoaceticus,0,0,0,0,0,6,0,0,0,0,0,0
,Caldicellulosiruptor obsidiansis,13,8,0,0,0,39,0,0,0,0,0,6
,Caldicellulosiruptor owensensis,6,0,0,0,0,44,0,0,0,0,0,5
,Caldicellulosiruptor saccharolyticus,8,8,0,0,6,66,0,0,0,38,0,0
,Thermoanaerobacterium,8,9,0,13,6,24,9,3,0,8,3,3
,Thermoanaerobacterium saccharolyticum,9,8,0,0,6,41,0,19,0,0,7,34
,Thermoanaerobacterium thermosaccharolyticum,19,35,0,0,12,137,18,15,0,53,23,87
,Thermoanaerobacterium xylanolyticum,7,12,0,0,8,82,0,6,0,0,23,142
,Thermosediminibacter,0,0,0,0,0,0,0,0,0,0,0,0
,Thermosediminibacter oceani,23,46,0,5,0,33,18,7,0,0,0,0
,Thermoanaerobacterales Family IV. Incertae Sedis,0,0,0,0,0,0,0,0,0,0,0,0
,Mahella,0,0,0,0,0,0,0,0,0,0,0,0
,Mahella australiensis,18,33,0,0,0,27,12,8,0,0,0,5
,Thermodesulfobiaceae,1,0,5,0,4,0,3,6,0,6,4,4
,Thermodesulfobium,0,0,0,0,0,0,0,0,0,0,0,0
,Thermodesulfobium narugense,23,34,0,0,14,71,11,0,5,30,7,14
,"environmental samples <firmicutes,phylum Firmicutes>",0,7,0,6,0,7,0,3,0,0,0,0
,uncultured Firmicutes bacterium,27,54,5,0,0,49,9,13,0,0,0,0
,Erysipelotrichia,0,0,0,0,0,0,0,0,0,0,0,0
,Erysipelotrichales,0,0,0,0,0,0,0,0,0,0,0,0
,Erysipelotrichaceae,12,4,0,5,3,1,11,8,0,4,5,5
,Erysipelatoclostridium,0,0,0,0,0,0,0,0,0,0,0,0
,[Clostridium] innocuum,7,19,0,0,0,40,0,0,0,0,0,0
,Erysipelothrix,5,0,0,0,0,4,0,7,0,3,0,0
,Erysipelothrix larvae,0,13,0,0,29,79,0,0,0,11,16,18
,Erysipelothrix rhusiopathiae,0,9,0,0,15,76,0,18,0,31,13,46
,Faecalitalea,0,0,0,0,0,0,0,0,0,0,0,0
,Faecalitalea cylindroides,0,5,0,0,19,52,0,0,0,8,6,15
,Negativicutes,0,0,0,0,0,0,0,0,0,0,0,0
,Acidaminococcales,0,0,0,0,0,0,0,0,0,0,0,0
,Acidaminococcaceae,0,4,2,1,6,1,9,0,0,8,3,4
,Acidaminococcus,4,2,7,2,9,0,4,5,0,0,0,5
,Acidaminococcus fermentans,25,23,0,6,6,53,10,8,0,0,0,5
,Acidaminococcus intestini,17,7,0,0,0,53,0,5,0,0,0,5
,Phascolarctobacterium,16,11,0,0,0,73,0,15,0,0,12,14
,Phascolarctobacterium faecium,0,0,0,0,0,21,0,0,0,0,0,0
,Phascolarctobacterium succinatutens,0,0,0,0,0,13,0,0,0,0,0,0
,Selenomonadales,0,8,2,1,0,14,2,0,2,5,0,1
,Selenomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Megamonas,0,1,0,0,0,0,0,0,0,0,0,0
,Megamonas hypermegale,11,35,0,5,115,477,17,29,0,135,72,124
,Selenomonas,22,23,19,21,16,29,28,25,6,9,3,18
,Selenomonas ruminantium,34,34,0,6,18,66,8,0,0,30,12,8
,Selenomonas sputigena,26,68,0,0,10,45,21,20,0,0,0,6
,unclassified Selenomonas,0,0,0,0,0,0,0,0,0,0,0,0
,Selenomonas sp. oral taxon 126,23,21,0,0,7,54,31,16,0,0,0,0
,Selenomonas sp. oral taxon 136,0,7,0,0,0,12,0,0,0,0,5,0
,Selenomonas sp. oral taxon 478,6,7,0,0,0,9,0,0,0,0,0,0
,Sporomusaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Pelosinus,5,2,1,5,3,6,6,0,7,0,0,1
,Pelosinus fermentans,31,49,5,0,31,185,7,11,0,29,24,66
,unclassified Pelosinus,0,0,0,0,0,0,0,0,0,0,0,0
,Pelosinus sp. UFO1,10,29,0,0,40,208,13,20,0,63,45,128
,Sporomusa,1,1,0,0,0,0,0,0,0,0,0,0
,Sporomusa termitida,34,49,0,6,18,128,21,17,0,0,16,22
,Veillonellales,0,0,0,0,0,0,0,0,0,0,0,0
,Veillonellaceae,8,7,20,11,5,21,12,5,9,10,0,2
,Dialister,1,6,0,0,0,2,5,0,0,0,0,1
,Dialister pneumosintes,8,12,0,0,13,115,0,6,0,30,8,27
,Megasphaera,0,0,0,0,0,0,0,0,0,0,0,0
,Megasphaera elsdenii,24,43,0,0,0,59,22,10,0,7,5,11
,Veillonella,21,19,2,5,12,34,35,30,6,16,3,25
,Veillonella atypica,5,13,0,0,12,63,0,6,0,15,15,16
,Veillonella dispar,5,7,0,0,7,47,0,31,0,0,28,58
,Veillonella parvula,5,28,8,20,22,145,93,108,0,46,14,31
,Veillonella rodentium,0,9,0,0,7,40,0,0,0,8,0,26
,Tissierellia,0,0,0,0,0,0,0,0,0,0,0,0
,Tissierellales,0,0,0,0,0,0,0,0,0,0,0,0
,Gottschalkiaceae,0,0,0,0,0,0,0,0,0,0,0,0
,Gottschalkia,0,0,0,0,0,0,0,0,0,0,0,0
,Gottschalkia acidurici,11,29,0,0,29,93,13,14,0,36,25,78
,Peptoniphilaceae,8,2,0,16,8,0,4,15,1,5,3,4
,Anaerococcus,0,0,0,0,0,0,0,0,0,0,0,0
,Anaerococcus prevotii,0,20,0,0,10,66,5,0,0,6,0,8
,Finegoldia,0,0,0,0,0,0,0,0,0,0,0,0
,Finegoldia magna,12,36,0,0,0,77,18,8,8,7,5,7
,Parvimonas,0,0,0,0,0,2,0,0,0,0,0,0
,Parvimonas micra,8,14,0,0,19,104,15,24,5,20,5,5
,Peptoniphilus,1,7,0,5,2,2,1,0,0,3,1,2
,Peptoniphilus harei,6,11,0,0,13,72,16,0,0,17,26,110
,Peptoniphilus ivorii,14,8,0,0,5,41,7,0,0,0,0,0
,Tissierellaceae,0,0,0,0,0,0,0,0,0,0,0,0
,[Clostridium] ultunense,15,28,0,0,18,120,13,13,0,9,0,16
,Soehngenia,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Soehngenia,0,0,0,0,0,0,0,0,0,0,0,0
,Soehngenia sp. W6,16,25,0,0,20,50,10,0,0,5,0,0
,unclassified Firmicutes sensu stricto,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Firmicutes sensu stricto (miscellaneous),0,0,0,0,0,0,0,0,0,0,0,0
,endosymbiont 'TC1' of Trimyema compressum,16,12,0,0,20,52,0,12,0,6,8,32
,Tenericutes,0,3,0,0,3,3,0,0,0,0,0,0
,Candidatus Izimaplasma,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Candidatus Izimaplasma,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Izimaplasma sp. HR1,28,867,41,237,401,731,21,48,0,28,12,24
,Mollicutes,6,33,3,7,39,157,6,12,4,33,13,35
,Acholeplasmatales,0,0,0,0,0,0,0,0,0,0,0,0
,Acholeplasmataceae,4,3,11,6,5,2,2,0,0,0,0,0
,Acholeplasma,11,21,0,12,15,32,13,20,6,16,15,11
,Acholeplasma axanthum,0,16,0,0,18,58,0,13,0,0,19,47
,Acholeplasma brassicae,0,17,0,0,13,54,0,0,0,0,0,0
,Acholeplasma cavigenitalium,0,0,0,0,0,14,0,0,0,0,0,0
,Acholeplasma hippikon,0,15,0,0,31,36,0,0,0,7,0,12
,Acholeplasma laidlawii,6,11,0,0,5,42,0,12,0,8,0,8
,Acholeplasma oculi,0,16,0,0,18,125,0,0,0,8,15,11
,Acholeplasma palmae,0,9,0,0,11,95,0,0,0,5,0,24
,Candidatus Phytoplasma,30,31,3,0,10,45,15,30,5,7,5,20
,16SrIX (Pigeon pea witches'-broom group),0,1,0,0,0,0,0,0,0,0,0,0
,'Brassica rapa' phyllody phytoplasma,0,13,0,0,0,0,0,0,0,0,0,0
,16SrV (Elm yellows group),0,6,0,0,0,1,0,3,4,1,4,5
,Candidatus Phytoplasma ziziphi,5,52,8,0,0,21,0,42,39,33,9,0
,16SrX (Apple proliferation group),0,0,0,0,0,2,0,0,0,0,0,0
,Candidatus Phytoplasma mali,0,0,0,0,0,11,0,0,0,0,0,0
,16SrXII (Stolbur group),0,3,0,0,0,1,0,0,0,0,1,2
,Candidatus Phytoplasma australiense,0,8,0,0,0,10,0,0,0,0,0,0
,Candidatus Phytoplasma solani,0,0,0,0,0,13,0,0,0,0,11,43
,Candidatus Phytoplasma asteris,0,10,0,0,0,31,0,7,0,0,5,22
,Onion yellows phytoplasma,0,0,0,0,0,0,0,0,0,0,0,8
,unclassified phytoplasmas,0,0,0,0,0,5,0,0,0,0,0,0
,Entomoplasmatales,9,6,8,10,3,24,0,4,1,2,1,3
,Entomoplasmataceae,0,5,0,0,3,9,10,0,0,4,1,0
,Entomoplasma,6,14,0,0,12,5,0,7,0,2,3,4
,Entomoplasma freundtii,0,0,0,0,0,24,0,0,0,16,17,20
,Entomoplasma lucivorax,0,0,0,0,0,0,0,0,0,0,5,6
,Entomoplasma luminosum,0,7,0,0,0,68,0,0,0,0,8,16
,Entomoplasma melaleucae,0,0,0,0,0,6,0,17,0,0,6,17
,Entomoplasma somnilux,0,5,0,0,20,22,0,0,0,8,0,19
,Mesoplasma,7,18,0,0,19,32,7,24,0,56,15,60
,Mesoplasma chauliocola,0,0,0,0,6,35,0,0,0,11,6,25
,Mesoplasma coleopterae,0,0,0,0,5,43,0,0,0,24,0,0
,Mesoplasma entomophilum,0,0,0,0,0,6,0,0,0,0,0,0
,Mesoplasma florum,0,6,0,0,32,63,0,0,0,7,13,5
,Mesoplasma lactucae,0,0,0,0,0,37,0,0,0,0,0,5
,Mesoplasma syrphidae,5,0,0,0,0,6,0,0,0,0,0,21
,Mesoplasma tabanidae,0,0,0,0,0,10,0,0,0,19,7,0
,Spiroplasmataceae,0,0,0,0,0,0,0,0,0,0,0,0
,Spiroplasma,45,92,9,10,93,173,38,48,6,143,65,155
,"environmental samples <mycoplasmas,genus Spiroplasma>",0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Spiroplasma sp.,0,0,0,0,0,27,0,0,0,0,6,11
,Spiroplasma alleghenense,0,0,0,0,0,7,0,16,0,0,0,0
,Spiroplasma apis,0,0,0,0,0,34,0,0,0,9,0,0
,Spiroplasma cantharicola,0,0,0,0,10,20,0,5,0,0,0,0
,Spiroplasma chrysopicola,0,0,0,0,0,8,0,0,0,0,0,0
,Spiroplasma clarkii,0,0,0,0,0,23,0,0,0,0,5,0
,Spiroplasma corruscae,0,0,0,0,10,53,0,0,0,7,10,6
,Spiroplasma culicicola,0,0,0,0,8,69,0,5,0,0,0,5
,Spiroplasma diminutum,0,0,0,0,0,25,0,0,0,0,0,0
,Spiroplasma eriocheiris,0,0,0,0,5,11,0,0,0,58,9,11
,Spiroplasma floricola,0,5,0,0,8,32,0,0,0,6,11,45
,Spiroplasma gladiatoris,0,0,0,0,0,40,0,0,0,6,0,0
,Spiroplasma helicoides,0,0,0,0,5,41,0,0,0,38,0,7
,Spiroplasma litorale,0,0,0,0,0,33,0,0,0,0,0,7
,Spiroplasma monobiae,0,0,0,0,0,11,0,0,0,5,0,6
,Spiroplasma phoeniceum,0,0,0,0,0,5,0,0,0,0,0,0
