,,Depth (cm),,,,,,,,,,,,,
,Bacillus cereus group,24,35,50,17,48,33,16,81,99,101,33,0,40,66
,Bacillus cereus,7,24,29,9,22,5,5,36,25,59,0,0,16,41
,Bacillus cytotoxicus,0,6,5,0,0,0,0,8,21,30,0,0,0,13
,Bacillus mycoides,0,0,0,0,6,0,0,6,16,18,0,0,8,8
,Bacillus pseudomycoides,0,5,0,0,5,0,0,0,0,5,0,0,0,6
,Bacillus thuringiensis,7,8,13,6,9,14,11,26,60,51,5,0,22,55
,Bacillus circulans,0,15,9,7,14,5,5,10,10,16,0,0,10,14
,Bacillus clausii,7,17,28,6,15,8,0,10,15,12,0,0,7,12
,Bacillus coagulans,18,39,53,13,46,18,7,27,53,25,0,0,10,24
,Bacillus cohnii,0,6,0,0,0,0,6,0,11,14,0,0,0,6
,Bacillus filamentosus,0,0,0,7,7,0,0,0,7,10,0,0,0,8
,Bacillus flexus,0,5,36,5,5,0,0,25,0,13,0,0,0,10
,Bacillus foraminis,5,21,17,11,22,6,6,6,0,10,0,0,0,8
,Bacillus gobiensis,11,22,15,6,17,14,6,14,20,14,0,0,7,0
,Bacillus halodurans,5,11,14,0,13,0,0,7,0,5,0,0,0,5
,Bacillus horikoshii,6,17,16,6,21,0,0,12,15,26,0,0,5,0
,Bacillus infantis,0,24,29,10,14,9,10,16,35,28,0,0,10,16
,Bacillus jeotgali,5,10,11,0,16,0,0,11,23,14,0,0,0,8
,Bacillus kochii,0,7,0,0,13,0,0,6,0,0,0,0,0,13
,Bacillus krulwichiae,0,0,5,0,7,0,0,6,7,9,0,0,5,19
,Bacillus lehensis,0,0,8,5,0,0,0,0,14,19,0,0,0,16
,Bacillus lentus,0,0,5,5,13,6,0,8,12,11,0,0,7,12
,Bacillus litoralis,0,5,6,0,0,0,5,13,34,30,0,0,9,11
,Bacillus marisflavi,0,0,0,0,0,0,0,0,12,9,0,0,10,17
,Bacillus megaterium,5,15,20,0,23,6,9,22,49,35,0,0,7,11
,Bacillus mesonae,5,14,14,10,16,0,6,11,9,9,0,0,9,12
,Bacillus methanolicus,0,13,0,5,11,0,5,12,0,10,0,0,0,10
,Bacillus muralis,5,19,20,0,7,0,0,12,21,12,0,0,6,10
,Bacillus oceanisediminis,19,35,25,10,14,8,0,13,31,72,7,0,9,13
,Bacillus pseudofirmus,0,7,8,6,0,0,7,10,7,9,0,0,6,7
,Bacillus pumilus,13,21,27,10,72,100,29,819,763,1173,78,0,38,44
,Bacillus safensis,7,5,5,7,0,0,0,23,29,42,6,0,7,5
,Bacillus simplex,9,25,28,7,21,13,8,19,53,46,8,0,10,18
,Bacillus smithii,11,10,7,0,7,0,0,7,11,6,0,0,0,7
,Bacillus subtilis group,36,39,33,23,28,19,7,20,43,35,12,0,10,20
,Bacillus amyloliquefaciens group,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bacillus amyloliquefaciens,0,6,7,0,11,5,7,22,31,21,0,0,0,0
,Bacillus siamensis,0,0,0,0,5,6,0,5,6,7,0,0,0,0
,Bacillus velezensis,0,9,0,0,7,6,0,8,7,5,0,0,6,0
,Bacillus atrophaeus,0,10,5,5,0,0,0,0,0,0,0,0,0,0
,Bacillus licheniformis,27,41,24,13,29,7,7,31,17,11,0,0,1,16
,Bacillus mojavensis subgroup,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bacillus halotolerans,0,6,6,0,0,0,0,0,0,5,0,0,0,6
,Bacillus paralicheniformis,0,15,12,11,7,6,0,5,14,5,0,0,5,0
,Bacillus sonorensis,0,12,12,0,8,0,0,7,6,7,0,0,6,6
,Bacillus subtilis,29,38,50,16,58,21,13,38,47,70,7,0,18,32
,Bacillus vallismortis,0,7,5,0,7,0,0,5,0,0,0,0,0,0
,Bacillus thermoamylovorans,5,11,6,6,12,5,0,5,6,7,0,0,6,15
,Bacillus weihaiensis,0,0,0,0,5,0,0,5,0,8,0,0,6,11
,Bacillus xiamenensis,0,0,0,0,0,0,0,8,0,14,0,0,0,0
,unclassified Bacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bacillus sp. 1NLA3E,6,12,0,0,5,0,0,7,0,6,0,0,7,8
,Bacillus sp. FJAT-22090,0,6,6,5,7,8,7,10,17,9,0,0,0,9
,Bacillus sp. OxB-1,0,12,10,0,16,0,8,0,0,5,0,0,0,0
,Bacillus sp. S3,22,26,38,11,23,5,0,11,11,15,0,0,0,13
,Bacillus sp. WP8,0,0,0,0,0,0,0,0,0,6,0,0,0,0
,Bacillus sp. X1(2014),0,6,5,0,9,0,6,6,0,6,0,0,6,11
,Bacillus sp. Y1,0,9,0,0,12,8,0,0,6,0,0,0,0,7
,Fictibacillus,0,3,5,0,7,1,3,1,8,6,2,0,3,1
,Fictibacillus arsenicus,0,0,0,0,0,0,0,7,7,12,0,0,13,18
,Fictibacillus phosphorivorans,0,6,0,0,5,5,8,15,8,19,5,0,8,27
,Geobacillus,70,142,142,56,101,49,28,70,104,81,24,0,27,49
,Geobacillus stearothermophilus,0,0,5,0,0,0,0,0,0,0,0,0,0,0
,Geobacillus subterraneus,15,21,19,6,7,5,0,17,19,6,0,0,0,8
,Geobacillus thermodenitrificans,12,17,24,8,18,11,0,6,18,7,0,0,5,8
,Geobacillus thermoleovorans group,0,0,0,0,8,0,0,0,0,0,0,0,0,0
,Geobacillus thermocatenulatus,0,5,0,0,11,0,0,0,0,0,0,0,0,0
,unclassified Geobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Geobacillus sp. C56-T3,0,0,0,0,0,0,0,0,5,0,0,0,0,0
,Geobacillus sp. E263,0,0,0,0,0,0,0,0,0,7,0,0,0,0
,Halobacillus,16,11,11,5,12,14,8,4,5,9,6,0,7,2
,Halobacillus halophilus,5,13,8,5,11,6,0,12,20,15,0,0,5,7
,Halobacillus litoralis,0,20,11,0,6,0,0,11,8,6,0,0,0,11
,Halobacillus mangrovi,0,12,10,9,0,0,0,10,13,7,0,0,0,9
,Lentibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lentibacillus amyloliquefaciens,13,18,20,0,12,0,0,11,9,6,0,0,0,12
,Lysinibacillus,15,6,20,3,17,20,8,25,29,29,11,0,10,19
,Lysinibacillus fusiformis,5,11,13,9,11,0,6,0,19,13,0,0,6,12
,Lysinibacillus saudimassiliensis,0,10,0,0,0,0,0,0,0,0,0,0,0,0
,Lysinibacillus sphaericus,5,13,0,9,14,7,0,15,59,33,0,0,9,16
,Oceanobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oceanobacillus iheyensis,13,17,6,6,17,8,0,19,44,50,0,0,7,26
,Salimicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Salimicrobium jeotgali,0,10,8,0,8,0,0,8,0,0,0,0,6,0
,Terribacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Terribacillus goriensis,0,6,5,5,8,0,0,11,15,5,0,0,0,7
,Virgibacillus,16,6,5,7,21,14,8,8,17,15,5,0,6,10
,unclassified Virgibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Virgibacillus sp. SK37,0,0,6,0,6,0,0,0,0,0,0,0,0,0
,Virgibacillus dokdonensis,0,0,12,0,0,0,0,0,0,0,0,0,6,5
,Virgibacillus halodenitrificans,0,0,6,0,6,0,6,6,0,0,0,0,6,22
,Virgibacillus necropolis,0,6,0,5,0,0,0,13,37,33,5,0,0,0
,Bacillales incertae sedis,5,0,5,0,6,1,3,0,3,1,0,0,4,0
,Bacillales Family XI. Incertae Sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gemella,0,6,0,7,0,0,0,2,0,1,0,0,0,4
,Gemella haemolysans,0,0,0,0,0,0,0,9,0,0,0,0,0,0
,Gemella morbillorum,0,0,0,0,0,0,0,12,16,19,0,0,0,5
,Bacillales Family XII. Incertae Sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Exiguobacterium,20,17,38,10,28,20,3,25,20,17,0,0,8,11
,Exiguobacterium antarcticum,0,11,0,6,0,0,0,0,0,0,0,0,0,0
,Exiguobacterium mexicanum,0,18,5,0,6,0,0,6,7,0,0,0,0,0
,Exiguobacterium sibiricum,0,6,0,0,5,0,0,0,0,7,0,0,0,8
,unclassified Exiguobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Exiguobacterium sp. AT1b,0,0,0,0,0,0,6,7,0,0,0,0,0,8
,Exiguobacterium sp. MH3,0,0,0,0,6,0,0,0,0,0,0,0,0,0
,Exiguobacterium sp. ZWU0009,0,0,0,6,0,0,0,0,0,0,0,0,0,0
,Listeriaceae,2,1,3,1,4,3,0,0,4,2,1,0,2,0
,Brochothrix,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Brochothrix thermosphacta,0,0,6,0,6,0,5,9,0,9,0,0,0,13
,Listeria,20,31,16,13,25,22,11,14,20,30,16,0,17,10
,Listeria grayi,0,5,6,5,5,0,5,0,0,0,0,0,0,5
,Listeria innocua,0,0,0,0,0,0,5,12,46,35,0,0,0,7
,Listeria ivanovii,0,0,0,0,0,0,0,0,0,0,0,0,0,14
,Listeria monocytogenes,7,17,8,10,21,0,10,19,40,40,10,0,43,96
,Listeria seeligeri,0,0,0,0,0,0,0,0,0,0,0,0,0,7
,Listeria weihenstephanensis,0,0,0,0,0,0,0,0,0,6,0,0,0,8
,Listeria welshimeri,0,0,0,0,0,0,7,10,17,10,0,0,0,0
,Paenibacillaceae,6,12,16,5,13,7,2,15,23,20,13,0,8,17
,Aneurinibacillus group,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Aneurinibacillus,5,0,5,9,5,10,4,0,3,0,0,0,8,2
,Aneurinibacillus soli,0,6,8,0,0,0,0,8,7,7,0,0,0,14
,unclassified Aneurinibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Aneurinibacillus sp. XH2,5,13,14,0,15,8,5,12,14,8,0,0,0,7
,Brevibacillus,10,29,19,16,25,16,13,26,39,24,9,0,9,21
,Brevibacillus agri,17,38,47,16,31,12,5,16,29,13,0,0,8,13
,Brevibacillus brevis,26,87,52,22,61,25,18,43,60,58,5,0,19,19
,Brevibacillus formosus,0,7,10,0,13,0,0,0,0,0,0,0,0,0
,Brevibacillus laterosporus,22,32,47,19,40,19,9,35,46,38,0,0,12,31
,Paenibacillus,188,257,247,101,217,206,88,142,269,218,94,0,130,162
,Paenibacillus alvei,0,14,0,5,16,0,0,8,0,10,0,0,11,6
,Paenibacillus beijingensis,31,59,68,22,39,8,12,29,38,36,0,0,15,21
,Paenibacillus borealis,11,15,26,6,22,13,5,6,7,13,0,0,5,10
,Paenibacillus bovis,12,15,20,13,30,8,0,24,39,29,0,0,9,0
,Paenibacillus chitinolyticus,13,37,36,17,34,15,0,13,19,15,0,0,12,14
,Paenibacillus donghaensis,16,51,50,14,41,8,5,26,55,30,5,0,16,19
,Paenibacillus durus,33,70,64,23,49,18,12,33,45,36,7,0,12,26
,Paenibacillus ehimensis,0,0,0,0,0,0,0,0,7,0,0,0,0,0
,Paenibacillus glucanolyticus,6,10,14,8,14,6,9,18,12,8,0,0,11,8
,Paenibacillus graminis,0,18,14,10,20,0,0,15,8,0,0,0,0,11
,Paenibacillus kribbensis,6,28,22,6,6,0,6,13,13,5,5,0,5,6
,Paenibacillus larvae,0,14,18,6,20,8,0,21,0,23,0,0,10,14
,Paenibacillus lautus,0,12,10,9,10,0,0,11,20,5,0,0,0,5
,Paenibacillus lentus,12,31,33,14,22,0,7,16,10,9,0,0,0,8
,Paenibacillus mucilaginosus,26,85,70,24,82,29,14,50,85,46,5,0,12,24
,Paenibacillus naphthalenovorans,19,18,33,14,36,6,5,11,21,11,0,0,7,11
,Paenibacillus odorifer,7,20,15,0,11,13,12,9,10,16,0,0,0,21
,Paenibacillus physcomitrellae,12,38,20,7,5,0,0,11,15,13,0,0,11,0
,Paenibacillus polymyxa,26,50,47,19,39,24,15,39,51,50,7,0,12,36
,Paenibacillus sabinae,0,31,24,0,17,11,5,24,33,19,0,0,8,14
,Paenibacillus sonchi group,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Paenibacillus riograndensis,18,16,23,11,22,5,0,12,12,15,5,0,8,22
,Paenibacillus stellifer,21,31,42,11,45,6,6,15,23,22,0,0,11,15
,Paenibacillus swuensis,9,17,26,8,7,0,6,8,12,5,0,0,0,9
,Paenibacillus terrae,0,6,15,0,11,0,0,10,16,0,0,0,0,11
,Paenibacillus thiaminolyticus,29,51,44,30,59,18,10,21,35,40,0,0,15,18
,Paenibacillus uliginis,5,13,9,8,15,0,0,10,6,0,0,0,0,19
,Paenibacillus xylanexedens,15,20,15,0,16,17,6,71,75,68,13,0,13,11
,Paenibacillus yonginensis,14,20,18,11,12,7,0,11,0,13,0,0,7,11
,unclassified Paenibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Paenibacillus sp. CAA11,5,22,19,12,13,0,0,18,10,7,0,0,0,13
,Paenibacillus sp. FSL H7-0357,8,31,27,10,9,6,0,22,18,18,0,0,14,15
,Paenibacillus sp. FSL H7-0737,0,8,6,5,5,0,0,8,9,7,0,0,0,0
,Paenibacillus sp. FSL P4-0081,10,13,18,6,9,6,0,10,5,7,0,0,0,8
,Paenibacillus sp. FSL R5-0345,6,10,6,0,0,0,0,7,0,0,0,0,0,9
,Paenibacillus sp. FSL R5-0912,0,12,9,8,5,0,0,11,16,11,0,0,0,11
,Paenibacillus sp. FSL R7-0273,16,24,21,7,23,5,13,22,27,16,5,0,5,15
,Paenibacillus sp. FSL R7-0331,18,30,24,6,24,11,9,11,19,6,0,0,7,14
,Paenibacillus sp. IHB B 3084,12,19,10,11,16,0,7,5,0,10,0,0,9,10
,Paenibacillus sp. IHBB 10380,5,14,8,0,13,0,5,8,0,15,0,0,10,21
,Paenibacillus sp. JDR-2,5,24,28,9,32,6,8,11,25,12,0,0,10,12
,Paenibacillus sp. Y412MC10,0,15,6,0,10,0,0,12,9,8,0,0,0,5
,Thermobacillus,0,1,0,0,1,0,0,0,0,2,0,0,0,0
,Thermobacillus composti,35,81,70,23,72,14,11,56,41,29,0,0,13,18
,Pasteuriaceae,0,0,0,0,0,0,0,1,0,1,0,0,0,0
,Pasteuria,0,0,0,0,0,0,0,1,0,5,0,0,0,0
,Pasteuria ramosa,0,0,0,0,0,0,0,7,0,0,0,0,0,0
,Planococcaceae,20,15,16,10,10,21,6,11,14,18,14,0,10,8
,Jeotgalibacillus,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,Jeotgalibacillus malaysiensis,0,11,14,11,14,6,0,21,16,13,0,0,10,13
,Kurthia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kurthia zopfii,0,0,6,0,0,0,0,0,0,0,0,0,0,7
,Paenisporosarcina,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Paenisporosarcina antarctica,0,6,6,0,8,8,5,12,33,27,0,0,6,12
,Planococcus,32,30,35,14,34,41,19,12,31,35,13,0,22,17
,Planococcus antarcticus,0,11,5,0,7,0,0,5,9,0,0,0,0,5
,Planococcus donghaensis,0,0,6,0,0,0,0,0,0,0,0,0,0,0
,Planococcus halocryophilus,0,0,0,0,0,0,0,6,13,6,0,0,0,0
,Planococcus maritimus,5,5,7,0,5,0,0,12,5,7,0,0,0,6
,Planococcus massiliensis,10,10,9,8,13,0,0,6,0,0,0,0,0,0
,Planococcus plakortidis,0,20,12,8,5,0,0,11,6,12,0,0,0,6
,Planococcus rifietoensis,5,13,18,0,6,0,0,7,12,5,0,0,0,8
,Planococcus sp. PAMC 21323,6,8,7,0,9,0,0,9,21,19,0,0,0,5
,Planococcus versutus,0,10,5,9,0,0,0,5,0,7,0,0,0,0
,Planomicrobium,0,7,3,0,3,6,6,0,3,11,5,0,3,4
,Planomicrobium glaciei,11,22,23,6,15,0,0,13,15,14,0,0,9,7
,Rummeliibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rummeliibacillus stabekisii,0,7,7,0,5,0,0,11,9,6,0,0,6,0
,Solibacillus,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,Solibacillus silvestris,0,12,8,0,7,0,0,15,22,7,0,0,0,6
,Sporosarcina,13,4,9,7,14,8,1,2,9,8,9,0,4,5
,Sporosarcina pasteurii,0,0,0,5,5,0,0,0,7,0,0,0,0,0
,Sporosarcina psychrophila,14,16,10,0,11,5,0,21,22,28,0,0,0,8
,Sporosarcina ureae,0,17,12,0,7,7,5,13,14,8,0,0,6,22
,Ureibacillus,5,0,5,6,9,0,0,0,0,8,0,0,4,0
,Ureibacillus thermophilus,0,15,10,0,10,0,0,0,5,0,0,0,0,7
,Ureibacillus thermosphaericus,0,9,8,0,0,0,0,0,5,5,0,0,7,11
,Sporolactobacillaceae,3,4,2,0,2,1,5,0,1,0,0,0,0,0
,Sporolactobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sporolactobacillus terrae,0,21,10,8,9,0,0,11,10,5,0,0,5,6
,unclassified Sporolactobacillaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,[Bacillus] selenitireducens,8,12,23,9,28,12,0,22,25,13,0,0,6,10
,Staphylococcaceae,8,5,2,1,11,6,4,10,8,3,3,0,5,8
,Macrococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Macrococcus caseolyticus,0,0,6,0,0,0,0,0,0,5,0,0,0,0
,Salinicoccus,6,12,6,2,5,7,5,0,8,7,0,0,0,10
,Salinicoccus halodurans,0,5,15,7,5,0,0,6,0,0,0,0,0,0
,unclassified Salinicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Salinicoccus sp. BAB 3246,0,0,7,0,0,0,0,5,0,0,0,0,0,0
,Staphylococcus,57,90,119,43,126,73,69,184,90,139,51,0,53,96
,Staphylococcus argenteus,0,6,0,0,0,0,9,8,20,35,0,0,0,0
,Staphylococcus arlettae,0,5,0,0,0,0,0,5,0,0,0,0,0,5
,Staphylococcus aureus,12,20,18,6,22,5,9,59,13,15,5,0,16,18
,Staphylococcus auricularis,0,0,0,0,0,0,0,0,0,0,0,0,5,0
,Staphylococcus capitis,0,0,0,0,0,0,0,32,0,5,0,0,6,7
,Staphylococcus carnosus,0,0,0,0,0,0,0,0,0,0,0,0,0,7
,Staphylococcus chromogenes,0,0,0,0,0,0,0,0,11,9,0,0,0,0
,Staphylococcus cohnii,0,5,5,0,0,6,0,68,19,25,8,0,0,0
,Staphylococcus epidermidis,6,9,8,6,10,0,18,298,17,16,0,0,7,11
,Staphylococcus equorum,0,5,0,0,0,0,0,16,0,0,0,0,0,0
,Staphylococcus felis,0,5,0,0,5,0,0,0,0,0,0,0,0,0
,Staphylococcus haemolyticus,0,0,10,7,0,0,39,86,0,5,0,0,0,0
,Staphylococcus hominis,5,10,6,0,0,0,15,182,0,6,0,0,0,9
,Staphylococcus lugdunensis,0,0,0,0,5,0,0,0,6,6,0,0,0,0
,Staphylococcus pasteuri,0,0,0,0,0,0,0,7,0,0,0,0,0,10
,Staphylococcus pettenkoferi,0,5,0,0,0,0,0,7,0,0,0,0,0,0
,Staphylococcus piscifermentans,0,0,6,0,0,0,0,0,0,0,0,0,0,0
,Staphylococcus pseudintermedius,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Staphylococcus saprophyticus,0,0,0,0,5,6,6,30,32,14,0,0,8,11
,Staphylococcus schleiferi,0,0,0,5,0,0,0,0,0,0,0,0,0,0
,Staphylococcus sciuri,5,12,5,0,7,0,0,13,5,0,0,0,0,14
,Staphylococcus simiae,0,0,0,0,0,0,0,12,14,11,0,0,0,0
,Staphylococcus stepanovicii,0,0,0,0,0,0,0,0,0,7,0,0,0,8
,Staphylococcus xylosus,0,0,0,0,0,0,0,0,0,5,0,0,0,9
,unclassified Staphylococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Staphylococcus sp. CDC3,0,0,0,0,0,0,0,0,6,9,0,0,0,0
,Thermoactinomycetaceae,5,1,0,0,4,5,5,2,3,4,0,0,8,9
,Laceyella,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Laceyella sacchari,0,18,23,7,24,0,0,14,14,21,0,0,5,17
,Novibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Novibacillus thermophilus,19,29,36,12,29,5,0,16,17,10,0,0,5,10
,Thermoactinomyces,0,1,0,1,0,0,0,0,0,0,0,0,0,0
,Thermoactinomyces vulgaris,21,43,36,11,18,15,6,12,19,8,0,0,5,16
,unclassified Bacillales,0,6,0,0,0,0,3,0,4,4,0,0,0,0
,Lactobacillales,21,34,28,9,23,21,10,35,64,68,23,0,20,26
,Aerococcaceae,0,0,1,0,1,0,0,0,0,0,0,0,0,0
,Aerococcus,15,6,25,6,21,13,13,22,19,18,0,0,15,8
,Aerococcus sanguinicola,0,5,5,0,0,0,0,0,0,0,0,0,0,7
,Aerococcus urinae,0,10,0,5,5,5,0,13,0,0,0,0,0,6
,Aerococcus urinaeequi,0,0,0,0,0,0,8,5,0,0,0,0,0,0
,Aerococcus viridans,0,0,0,0,0,0,7,0,0,7,0,0,0,0
,Carnobacteriaceae,5,5,6,4,7,6,3,4,4,3,2,0,5,6
,Carnobacterium,7,9,18,8,18,11,5,6,22,12,6,0,16,9
,Carnobacterium divergens,0,10,0,0,0,0,0,5,0,0,0,0,0,0
,Carnobacterium inhibens,0,0,0,0,0,0,0,0,0,5,0,0,0,0
,Carnobacterium maltaromaticum,5,0,0,0,0,0,5,9,10,6,0,0,0,8
,unclassified Carnobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carnobacterium sp. 17-4,0,0,5,0,5,0,5,10,21,22,0,0,0,10
,Carnobacterium sp. CP1,0,6,5,8,0,0,0,0,0,0,0,0,0,0
,Dolosigranulum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dolosigranulum pigrum,0,0,0,0,0,0,0,12,5,5,0,0,0,0
,Jeotgalibaca,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jeotgalibaca dankookensis,0,0,0,0,6,0,0,0,0,0,0,0,0,0
,Enterococcaceae,15,5,14,5,7,4,4,14,4,9,5,0,5,3
,Enterococcus,44,39,55,18,56,42,25,26,47,42,18,0,30,35
,Enterococcus avium,0,0,7,5,0,0,0,0,9,6,0,0,0,5
,Enterococcus casseliflavus,0,6,0,5,8,0,0,19,5,8,0,0,0,0
,Enterococcus cecorum,0,0,5,0,0,0,0,0,0,0,0,0,6,0
,Enterococcus durans,0,8,0,5,5,0,5,0,6,7,0,0,0,0
,Enterococcus faecalis,5,15,13,7,18,0,0,6,18,12,0,0,0,9
,Enterococcus faecium,11,13,13,7,5,5,11,11,6,0,0,0,0,11
,Enterococcus gallinarum,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,Enterococcus gilvus,6,17,7,0,7,0,0,0,0,7,0,0,0,0
,Enterococcus hirae,0,5,0,0,0,0,0,0,0,0,0,0,0,8
,Enterococcus mundtii,0,10,0,5,6,0,0,0,0,0,0,0,0,6
,Enterococcus rotai,0,5,0,0,6,0,0,0,0,0,0,0,0,7
,Enterococcus silesiacus,0,8,0,0,0,5,0,6,14,11,0,0,0,0
,Enterococcus thailandicus,0,15,0,0,5,0,0,5,0,0,0,0,0,7
,Melissococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Melissococcus plutonius,0,13,0,6,6,0,0,0,0,6,0,0,0,10
,Tetragenococcus,0,6,7,0,12,12,3,5,5,1,0,0,5,2
,Tetragenococcus halophilus,0,0,0,0,0,6,7,13,31,13,0,0,5,8
,Tetragenococcus osmophilus,0,0,0,0,0,0,0,0,5,7,0,0,0,5
,Vagococcus,0,0,5,0,0,0,0,0,4,0,6,0,5,2
,Vagococcus penaei,0,0,0,0,0,0,0,0,8,11,0,0,0,0
,Vagococcus teuberi,0,0,0,5,0,0,0,0,5,5,0,0,0,5
,Lactobacillaceae,5,4,3,0,2,5,0,11,2,5,1,0,1,2
,Lactobacillus,133,164,170,85,198,174,75,137,173,175,63,0,85,144
,Lactobacillus acidipiscis,0,0,8,0,0,0,0,0,5,0,0,0,0,0
,Lactobacillus agilis,0,0,0,0,0,0,0,0,5,5,0,0,0,0
,Lactobacillus amylolyticus,0,0,0,0,0,0,0,6,0,0,0,0,0,0
,Lactobacillus amylophilus,0,0,0,0,0,0,0,0,0,5,0,0,0,0
,Lactobacillus amylovorus,0,0,0,0,0,0,0,6,0,7,0,0,0,0
,Lactobacillus bombi,0,0,0,0,0,0,0,0,0,8,0,0,0,0
,Lactobacillus brevis,17,18,22,8,16,0,7,21,30,19,0,0,5,9
,Lactobacillus buchneri,0,8,10,0,0,0,0,5,0,8,0,0,0,5
,Lactobacillus casei group,7,4,8,6,6,7,5,10,4,8,0,0,1,6
,Lactobacillus casei,8,26,15,10,16,0,0,0,0,0,0,0,6,8
,Lactobacillus paracasei,7,19,15,0,9,5,0,0,6,0,0,0,0,0
,Lactobacillus coryniformis,0,0,8,7,0,0,6,9,5,11,0,0,0,0
,Lactobacillus crispatus,0,0,0,0,0,0,0,34,0,0,0,0,0,0
,Lactobacillus curieae,0,6,0,0,6,0,0,0,6,5,0,0,0,0
,Lactobacillus curvatus,0,0,0,0,11,0,0,0,0,0,0,0,0,10
,Lactobacillus delbrueckii,0,17,21,7,27,5,9,18,13,12,0,0,6,9
,Lactobacillus farciminis,0,0,0,0,0,0,0,0,7,7,0,0,0,0
,Lactobacillus fermentum,5,18,14,0,16,0,0,14,12,5,0,0,0,0
,Lactobacillus gasseri,0,0,0,0,0,0,6,0,0,0,0,0,0,0
,Lactobacillus ginsenosidimutans,0,0,0,0,0,0,0,0,5,5,0,0,0,0
,Lactobacillus heilongjiangensis,0,0,0,0,0,0,0,0,0,5,0,0,0,0
,Lactobacillus helveticus,0,0,0,0,0,0,0,5,0,6,0,0,0,0
,Lactobacillus hordei,0,0,0,0,5,0,0,0,0,5,0,0,0,0
,Lactobacillus jensenii,0,0,0,0,0,0,5,15,24,24,0,0,0,0
,Lactobacillus johnsonii,0,0,0,0,0,0,5,6,6,7,0,0,0,0
,Lactobacillus kefiranofaciens,0,0,0,0,0,5,0,18,27,25,0,0,0,0
,Lactobacillus koreensis,7,6,5,0,0,0,0,0,0,9,0,0,0,0
,Lactobacillus kullabergensis,0,0,0,0,0,0,0,5,0,6,0,0,0,0
,Lactobacillus malefermentans,0,9,7,0,0,0,0,5,0,0,0,0,0,0
,Lactobacillus mucosae,0,0,0,0,0,0,0,5,0,5,0,0,0,0
,Lactobacillus nagelii,0,0,0,0,6,0,0,0,5,5,0,0,0,5
,Lactobacillus oris,0,0,0,0,0,0,0,8,9,7,0,0,0,0
,Lactobacillus parabuchneri,0,7,5,0,0,0,0,0,0,0,0,0,0,5
,Lactobacillus paracollinoides,0,6,12,0,5,0,0,9,5,6,0,0,0,0
,Lactobacillus paraplantarum,0,5,0,0,0,5,0,0,0,0,0,0,0,0
,Lactobacillus pentosus,0,5,6,0,0,11,5,7,7,0,0,0,0,0
,Lactobacillus plantarum,0,10,10,0,8,5,0,19,0,0,0,0,0,0
,Lactobacillus rennini,0,0,0,0,5,5,0,9,16,10,0,0,0,0
,Lactobacillus reuteri,0,10,12,0,5,5,6,7,14,17,0,0,0,6
,Lactobacillus rhamnosus,6,33,18,6,22,0,0,14,22,9,0,0,8,9
,Lactobacillus ruminis,0,9,7,0,0,0,0,0,0,0,0,0,0,0
,Lactobacillus sakei,0,5,0,0,0,0,0,0,0,0,5,0,5,0
,Lactobacillus salivarius,0,0,0,0,13,0,0,7,11,21,0,0,5,11
,Lactobacillus sanfranciscensis,0,0,0,0,0,0,0,0,0,0,0,0,0,6
,Lactobacillus zymae,0,13,11,6,5,0,0,0,5,6,0,0,0,0
