,,Depth (cm),,,,,,,,,,,,,
,"environmental samples <firmicutes,family Lachnospiraceae>",0,0,0,0,0,0,0,0,0,0,7,0,0,0
,uncultured Lachnospiraceae bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lachnoanaerobaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lachnoanaerobaculum umeaense,0,0,0,0,10,0,6,0,7,14,0,0,0,0
,Lachnoclostridium,15,5,21,20,8,10,4,9,3,8,0,7,8,7
,[Clostridium] scindens,10,8,0,6,17,19,13,10,7,0,24,5,0,10
,Lachnoclostridium phytofermentans,0,0,0,0,7,0,19,15,0,0,0,9,0,8
,Lachnospira,0,0,0,0,0,0,0,0,0,0,10,0,0,0
,Lachnospira eligens,0,0,0,0,0,6,0,10,0,0,0,0,0,0
,Lacrimispora,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lacrimispora saccharolytica,5,6,0,10,31,23,17,17,14,0,0,7,0,13
,Lacrimispora sphenoides,0,0,0,0,20,11,16,7,9,9,7,5,0,13
,Mediterraneibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,[Ruminococcus] torques,8,0,0,0,10,0,12,5,8,0,0,6,0,0
,Roseburia,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Roseburia intestinalis,29,0,0,0,5,6,15,6,8,0,0,0,0,0
,Tyzzerella,0,0,0,0,0,1,0,1,0,0,0,0,0,0
,unclassified Lachnospiraceae,0,0,0,0,0,0,0,2,0,0,0,0,0,0
,[Eubacterium] rectale,9,8,0,0,0,11,13,0,0,0,0,0,6,0
,Lachnospiraceae bacterium oral taxon 500,5,5,0,10,27,20,30,6,13,0,5,0,0,14
,Oscillospiraceae,0,0,0,0,0,0,0,0,0,0,7,0,0,0
,Oscillibacter,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Oscillibacter valericigenes,13,14,15,27,60,48,36,39,33,9,0,6,5,16
,Peptococcaceae,8,5,9,17,22,22,23,20,10,10,16,13,18,24
,Candidatus Desulforudis,0,0,0,0,0,0,0,0,0,0,35,0,0,0
,Candidatus Desulforudis audaxviator,37,49,62,101,112,142,96,79,42,16,0,30,19,49
,Dehalobacter,5,12,6,11,24,27,25,20,15,7,45,7,0,14
,Dehalobacter restrictus,52,0,0,0,12,18,0,5,8,0,11,0,0,0
,Dehalobacterium,0,0,0,0,0,0,0,0,0,0,8,0,0,0
,Dehalobacterium formicoaceticum,16,0,0,8,39,19,24,25,14,5,0,0,0,0
,Desulfallas,0,0,0,0,0,0,0,0,0,0,8,0,0,0
,Desulfallas gibsoniae,17,28,21,31,253,214,194,199,127,32,0,58,5,82
,Desulfitobacterium,8,7,15,16,8,14,16,16,7,8,72,10,15,3
,Desulfitobacterium dehalogenans,5,0,0,10,26,22,17,12,11,5,12,5,0,10
,Desulfitobacterium dichloroeliminans,32,0,0,5,14,8,7,20,6,0,6,0,7,17
,Desulfitobacterium hafniense,22,9,5,15,56,33,35,33,19,10,7,7,0,15
,Desulfitobacterium metallireducens,0,0,0,0,14,8,9,8,6,0,5,0,0,13
,Desulfofarcimen,0,0,0,0,0,0,0,0,0,0,6,0,0,0
,Desulfofarcimen acetoxidans,18,0,0,9,40,26,31,30,9,6,0,13,5,11
,Desulfofundulus,0,0,0,0,0,0,0,0,0,0,9,0,0,0
,Desulfofundulus kuznetsovii,41,47,49,65,145,142,105,79,65,10,0,32,20,55
,Desulfosporosinus,10,5,4,22,3,3,5,11,1,8,57,9,7,12
,Desulfosporosinus acidiphilus,0,0,5,6,27,13,9,10,11,0,21,0,0,18
,Desulfosporosinus meridiei,25,6,0,0,19,21,20,12,19,0,6,7,7,18
,Desulfosporosinus orientis,8,14,0,9,31,19,29,11,14,0,22,0,0,14
,Desulfotomaculum,12,11,24,20,16,16,17,21,11,18,30,11,15,12
,Desulfotomaculum nigrificans,22,0,6,0,27,32,34,24,13,0,17,7,0,10
,Desulfotomaculum reducens,13,0,0,6,26,12,12,0,6,0,8,0,0,0
,Desulfotomaculum ruminis,31,17,0,21,75,60,45,37,17,0,6,13,0,16
,"environmental samples <firmicutes,genus Desulfotomaculum>",0,0,0,0,0,0,0,0,0,0,9,0,0,0
,uncultured Desulfotomaculum sp.,0,0,0,0,17,7,5,0,0,0,0,0,0,0
,Pelotomaculum,0,0,0,1,0,0,0,1,0,0,0,0,0,2
,"environmental samples <firmicutes,genus Pelotomaculum>",0,0,0,0,0,0,0,0,0,0,1,0,0,0
,uncultured Pelotomaculum sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pelotomaculum thermopropionicum,20,24,34,55,101,106,59,64,56,20,0,27,8,47
,Peptococcus,0,0,0,0,0,0,0,0,0,0,26,0,0,0
,Peptococcus niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Syntrophobotulus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Syntrophobotulus glycolicus,7,5,0,0,25,14,9,21,13,0,0,0,0,5
,Thermincola,0,0,0,0,0,0,0,0,0,0,9,0,0,0
,Thermincola potens,24,0,10,17,48,39,27,22,13,5,1,6,0,6
,Peptostreptococcaceae,4,6,15,9,11,9,32,5,6,2,16,1,13,9
,Acetoanaerobium,0,0,0,0,0,0,0,0,0,0,8,0,0,0
,Acetoanaerobium sticklandii,0,0,0,0,7,6,0,6,0,0,0,0,0,5
,Clostridioides,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Clostridioides difficile,16,0,0,0,18,25,46,38,14,0,0,8,0,29
,Filifactor,0,0,0,0,0,0,0,0,0,0,16,0,0,0
,Filifactor alocis,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,Paeniclostridium,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Paeniclostridium sordellii,18,0,0,0,20,5,9,0,6,0,0,0,0,0
,Peptoclostridium,1,0,0,9,4,8,10,10,3,5,0,2,0,8
,Peptoclostridium acidaminophilum,0,0,0,9,22,17,24,18,8,0,8,0,0,11
,Peptostreptococcus,0,0,0,0,0,0,0,0,0,0,6,0,0,0
,Peptostreptococcus anaerobius,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Romboutsia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Romboutsia ilealis,0,0,5,0,5,10,82,6,0,0,0,0,0,0
,Ruminococcaceae,4,3,6,11,15,14,13,13,10,11,0,7,6,7
,Ethanoligenens,1,0,0,0,0,0,0,0,0,0,8,0,0,0
,Ethanoligenens harbinense,25,30,28,50,57,77,41,31,25,5,1,15,9,23
,Faecalibacterium,0,0,0,0,0,0,0,0,0,0,27,0,0,0
,Faecalibacterium prausnitzii,61,54,81,124,186,174,133,96,70,38,0,32,33,101
,Flavonifractor,0,0,0,0,0,0,0,0,0,0,64,0,0,0
,Flavonifractor plautii,40,30,47,99,120,135,84,85,53,18,0,26,14,50
,Ruminococcaceae incertae sedis,0,0,0,0,0,0,0,0,0,0,32,0,0,0
,[Clostridium] cellulosi,13,10,6,8,27,32,19,19,0,6,0,8,0,0
,[Eubacterium] siraeum,0,0,0,0,9,0,5,11,12,0,5,0,0,0
,Ruminococcus,3,7,0,0,9,10,11,11,3,2,5,5,1,9
,Ruminococcus albus,0,0,0,0,17,14,19,5,6,0,8,0,0,0
,Ruminococcus bicirculans,6,0,0,6,0,6,0,0,0,0,0,0,0,0
,Ruminococcus flavefaciens,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Ruminococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ruminococcus sp. SR1/5,8,0,0,5,8,6,16,0,23,5,0,6,13,0
,Ruthenibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ruthenibacterium lactatiformans,17,24,22,49,64,53,44,39,25,12,0,10,7,20
,unclassified Ruminococcaceae,0,0,0,0,0,0,0,0,0,0,22,0,0,0
,Ruminococcaceae bacterium CPB6,8,8,0,5,13,9,11,5,15,6,0,0,0,0
,Symbiobacteriaceae,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Symbiobacterium,0,1,0,0,0,2,2,0,0,0,0,0,0,0
,Symbiobacterium thermophilum,131,141,187,294,312,373,239,162,107,37,1,67,28,103
,Syntrophomonadaceae,7,0,12,3,1,1,2,3,0,6,104,0,8,3
,Dethiobacter,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,"environmental samples <firmicutes,genus Dethiobacter>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Dethiobacter sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Syntrophomonas,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Syntrophomonas wolfei,0,0,0,11,32,27,14,24,28,0,0,11,0,18
,Syntrophothermus,0,0,0,0,0,0,0,0,0,0,8,0,0,0
,Syntrophothermus lipocalidus,21,17,5,18,55,44,22,35,16,0,0,9,0,18
,unclassified Clostridiales,13,3,3,5,4,5,3,4,0,6,14,3,6,9
,butyrate-producing bacterium SS3/4,0,7,7,6,13,25,19,12,10,0,6,5,0,5
,"environmental samples <firmicutes,class Clostridia>",0,0,0,3,4,0,2,1,0,0,0,0,0,2
,Clostridia bacterium enrichment culture clone BF,0,0,0,0,51,38,32,28,25,0,1,0,0,7
,uncultured Clostridia bacterium,0,0,0,7,0,0,0,0,0,0,11,0,0,0
,Halanaerobiales,3,0,5,0,4,3,2,2,3,4,0,1,1,3
,Halanaerobiaceae,3,6,0,0,1,0,0,0,0,4,2,0,2,0
,Halanaerobium,7,0,0,5,3,10,10,4,4,0,6,5,0,7
,Halanaerobium hydrogeniformans,7,0,0,0,28,7,15,12,15,6,0,0,0,6
,Halanaerobium praevalens,0,0,0,0,8,0,0,5,0,0,5,0,0,0
,Halothermothrix,0,0,0,0,2,1,2,0,0,0,6,0,0,0
,Halothermothrix orenii,0,0,0,6,48,21,29,25,13,0,0,6,8,10
,Halanaerobiales incertae sedis,0,0,0,0,0,0,0,0,0,0,10,0,0,0
,Anoxybacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anoxybacter fermentans,0,5,0,0,20,16,27,22,15,5,0,7,0,14
,Halobacteroidaceae,2,5,0,6,6,6,3,1,4,0,6,1,0,0
,Acetohalobium,0,0,0,0,0,0,0,0,0,0,7,0,0,0
,Acetohalobium arabaticum,6,0,0,0,31,19,13,20,11,0,0,5,0,0
,Fuchsiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fuchsiella ferrireducens,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Halobacteroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Halobacteroides halobius,0,0,0,0,22,0,0,15,5,0,0,0,0,8
,Natranaerobiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Natranaerobiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Natranaerobius,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Natranaerobius thermophilus,0,0,0,15,17,9,6,19,0,0,0,0,0,5
,Thermoanaerobacterales,14,6,10,9,26,12,8,9,3,8,0,2,10,9
,Thermoanaerobacteraceae,24,7,14,16,7,10,9,10,7,14,14,15,12,11
,Caldanaerobacter,0,0,0,0,0,0,0,0,0,0,15,0,0,0
,Caldanaerobacter subterraneus,6,0,0,0,19,6,21,17,7,0,0,5,0,0
,Carboxydothermus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carboxydothermus hydrogenoformans,0,9,0,12,41,29,23,16,14,0,0,0,0,7
,Moorella group,0,0,0,2,0,0,0,0,0,7,0,0,1,0
,Ammonifex,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,Ammonifex degensii,26,34,24,60,135,123,102,62,53,9,0,24,11,53
,Moorella,1,0,0,4,0,1,0,0,0,0,38,0,0,1
,Moorella thermoacetica,28,24,28,72,121,142,100,91,44,11,1,34,12,55
,Tepidanaerobacter,0,0,0,0,1,0,0,0,0,0,36,0,0,0
,Tepidanaerobacter acetatoxydans,11,0,0,6,25,8,14,11,9,0,0,0,0,11
,Thermacetogenium,0,0,0,1,0,0,0,0,0,0,5,0,0,0
,Thermacetogenium phaeum,30,20,37,40,76,94,63,59,17,6,0,25,14,44
,Thermanaeromonas,0,1,0,0,0,0,0,0,0,0,24,0,0,5
,Thermanaeromonas toyohensis,5,7,0,9,27,32,30,23,13,0,0,8,0,9
,Thermoanaerobacter,8,9,0,6,103,51,46,46,26,0,6,6,7,20
,"environmental samples <firmicutes,genus Thermoanaerobacter>",0,0,0,0,0,0,0,0,0,0,16,0,0,0
,uncultured Thermoanaerobacter sp.,0,0,0,0,0,0,0,0,5,0,0,0,0,0
,Thermoanaerobacter ethanolicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermoanaerobacter italicus,0,0,0,0,6,0,0,0,0,0,0,0,0,0
,Thermoanaerobacter kivui,0,0,0,0,5,5,7,11,0,0,0,0,0,0
,Thermoanaerobacter mathranii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermoanaerobacter wiegelii,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,Thermoanaerobacterales Family III. Incertae Sedis,6,6,12,9,0,0,1,0,0,0,0,5,1,1
,Caldicellulosiruptor,21,8,0,12,71,48,56,54,22,5,5,16,6,21
,Caldicellulosiruptor bescii,0,0,0,0,0,0,0,0,0,0,22,0,0,0
,Caldicellulosiruptor changbaiensis,0,0,0,0,8,0,0,0,0,0,0,0,0,0
,Caldicellulosiruptor hydrothermalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Caldicellulosiruptor kronotskyensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Caldicellulosiruptor obsidiansis,0,0,0,0,5,0,0,8,0,0,0,0,0,0
,Caldicellulosiruptor owensensis,0,0,0,0,0,0,0,7,0,0,0,0,0,0
,Caldicellulosiruptor saccharolyticus,0,0,0,0,0,5,0,10,0,0,0,0,0,0
,Thermoanaerobacterium,6,0,0,0,12,11,7,5,5,1,0,7,0,13
,Thermoanaerobacterium saccharolyticum,0,0,0,0,11,6,6,17,9,0,8,0,0,0
,Thermoanaerobacterium thermosaccharolyticum,0,0,0,0,20,5,20,19,5,6,0,0,0,5
,Thermoanaerobacterium xylanolyticum,0,0,0,0,5,11,5,0,0,0,7,0,0,5
,Thermosediminibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermosediminibacter oceani,6,6,0,12,43,40,32,38,12,5,0,5,9,22
,Thermoanaerobacterales Family IV. Incertae Sedis,0,0,0,0,0,0,0,0,0,0,13,0,0,0
,Mahella,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Mahella australiensis,5,9,7,11,30,23,13,29,13,0,0,0,6,7
,Thermodesulfobiaceae,0,0,0,4,4,2,3,4,0,0,0,1,0,15
,Thermodesulfobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermodesulfobium narugense,0,7,0,0,9,6,14,18,7,0,0,6,0,0
,"environmental samples <firmicutes,phylum Firmicutes>",3,0,0,2,4,1,2,2,0,0,0,0,0,0
,uncultured Firmicutes bacterium,13,6,0,35,36,26,36,27,5,5,1,5,0,12
,uncultured low G+C Gram-positive bacterium,0,0,0,0,0,0,0,0,0,0,25,0,0,0
,Erysipelotrichia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Erysipelotrichales,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Erysipelotrichaceae,0,0,1,5,7,14,10,13,7,6,0,5,0,0
,Erysipelatoclostridium,0,0,5,0,0,0,0,1,0,0,7,0,0,0
,[Clostridium] innocuum,11,0,0,0,0,0,8,6,0,0,0,0,0,0
,Erysipelothrix,0,0,0,5,13,6,11,8,0,0,0,5,0,0
,"environmental samples <firmicutes,genus Erysipelothrix>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Erysipelothrix sp.,0,0,0,0,0,0,6,0,0,0,0,0,0,0
,Erysipelothrix larvae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Erysipelothrix rhusiopathiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Faecalitalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Faecalitalea cylindroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Turicibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"environmental samples <firmicutes,genus Turicibacter>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Turicibacter sp.,0,0,0,0,0,0,12,0,0,0,0,0,0,0
,Negativicutes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acidaminococcales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acidaminococcaceae,5,2,5,3,1,1,4,0,0,2,0,0,0,7
,Acidaminococcus,0,5,11,4,0,8,4,5,0,3,4,3,0,2
,Acidaminococcus fermentans,22,15,12,34,50,40,37,36,15,7,9,10,0,22
,Acidaminococcus intestini,26,0,0,9,19,9,15,6,5,0,10,0,0,9
,Phascolarctobacterium,13,0,0,8,17,18,8,17,6,0,0,9,0,0
,Selenomonadales,1,4,5,8,7,5,14,11,8,2,5,7,5,1
,Selenomonadaceae,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Megamonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Megamonas hypermegale,28,0,0,0,12,0,11,5,0,8,0,5,0,0
,Selenomonas,40,18,31,56,40,28,36,39,23,99,0,17,10,23
,Selenomonas ruminantium,22,6,10,18,30,25,27,23,11,0,30,8,0,14
,Selenomonas sputigena,58,45,39,70,61,63,46,48,22,18,8,17,7,23
,unclassified Selenomonas,0,0,0,0,0,0,0,0,0,0,38,0,0,0
,Selenomonas sp. oral taxon 126,44,25,44,46,54,52,39,29,23,37,0,5,5,18
,Selenomonas sp. oral taxon 136,0,7,0,5,15,13,5,6,8,24,18,0,0,0
,Selenomonas sp. oral taxon 478,16,7,0,15,12,12,5,0,0,33,5,0,0,0
,Sporomusaceae,0,0,0,0,0,0,0,0,0,0,10,0,0,0
,Pelosinus,12,4,0,10,16,7,50,10,17,11,0,20,6,20
,Pelosinus fermentans,37,5,0,12,193,25,68,43,37,19,20,56,15,48
,unclassified Pelosinus,0,0,0,0,0,0,0,0,0,0,78,0,0,0
,Pelosinus sp. UFO1,28,0,0,6,41,29,77,42,37,32,0,82,5,48
,Sporomusa,0,0,0,0,2,0,0,0,0,0,26,1,0,0
,Sporomusa termitida,35,59,25,19,59,48,41,45,14,0,1,16,5,12
,Veillonellales,0,0,0,0,0,0,0,0,0,0,26,0,0,0
,Veillonellaceae,6,4,14,21,34,13,32,23,13,12,0,14,14,27
,Dialister,0,0,0,0,5,0,0,0,0,0,22,0,0,0
,Dialister pneumosintes,8,0,0,0,6,5,6,0,0,0,0,7,0,0
,"environmental samples <firmicutes,family Veillonellaceae>",0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Veillonellaceae bacterium,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Megasphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Megasphaera elsdenii,23,18,6,34,69,54,41,32,19,10,0,8,0,21
,Veillonella,14,10,0,6,23,15,14,10,9,27,27,6,3,0
,Veillonella atypica,0,0,0,0,0,0,0,0,6,0,10,0,0,0
,Veillonella dispar,12,0,0,0,0,0,0,0,0,6,0,0,0,0
,Veillonella parvula,20,0,0,0,0,0,0,0,0,159,0,0,7,0
,Veillonella rodentium,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,Tissierellia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tissierellales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gottschalkiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gottschalkia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gottschalkia acidurici,0,0,0,5,6,5,7,9,0,0,0,0,0,0
,Peptoniphilaceae,4,2,5,2,14,6,6,10,3,8,5,3,5,7
,Anaerococcus,0,0,0,0,0,0,0,0,0,0,11,0,0,0
,Anaerococcus prevotii,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,Finegoldia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Finegoldia magna,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Parvimonas,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Parvimonas micra,0,0,0,0,0,0,0,0,10,0,0,0,0,0
,Peptoniphilus,7,0,0,2,8,6,0,5,4,0,6,1,0,6
,Peptoniphilus harei,0,0,0,0,0,0,10,0,0,0,1,0,0,0
,Peptoniphilus ivorii,14,6,0,28,21,18,18,18,7,0,0,5,0,5
,Tissierellaceae,0,0,0,0,0,0,0,0,0,0,6,0,0,0
,[Clostridium] ultunense,12,0,0,0,5,0,8,0,7,6,0,0,0,0
,Gudongella,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Gudongella oleilytica,0,0,0,0,15,17,18,9,8,0,0,5,0,0
,unclassified Firmicutes sensu stricto,0,0,0,0,0,0,0,0,0,0,9,0,0,0
,endosymbiont 'TC1' of Trimyema compressum,0,0,0,0,0,0,6,0,0,5,0,0,0,0
,Tenericutes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Izimaplasma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Candidatus Izimaplasma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Izimaplasma sp. HR1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
,Mollicutes,8,0,7,14,4,2,8,9,2,9,0,6,7,2
,Acholeplasmatales,0,0,0,0,0,0,0,0,0,0,7,0,0,0
,Acholeplasmataceae,3,4,0,0,0,6,13,4,0,0,0,6,0,8
,Acholeplasma,12,7,0,5,17,10,0,9,7,0,3,0,0,0
,Acholeplasma axanthum,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Acholeplasma brassicae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acholeplasma hippikon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acholeplasma laidlawii,8,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acholeplasma oculi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acholeplasma palmae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Phytoplasma,0,0,0,8,18,10,9,17,10,0,0,0,0,7
,16SrXII (Stolbur group),0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Phytoplasma australiense,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Phytoplasma asteris,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Aster yellows witches'-broom phytoplasma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Entomoplasmatales,0,6,0,1,1,7,6,5,1,0,0,0,2,4
,Entomoplasmataceae,0,0,0,0,6,0,3,0,2,0,1,5,0,0
,Entomoplasma,1,0,0,0,6,0,0,0,0,0,6,0,0,0
,Entomoplasma freundtii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Entomoplasma luminosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Entomoplasma melaleucae,7,0,0,0,0,0,0,0,0,0,0,0,0,0
,Entomoplasma somnilux,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mesoplasma,7,0,0,5,0,0,5,0,7,6,0,0,0,0
,Mesoplasma chauliocola,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mesoplasma florum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mesoplasma lactucae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mesoplasma syrphidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Spiroplasmataceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Spiroplasma,2,0,0,12,39,17,24,31,12,8,0,5,7,13
,Spiroplasma chrysopicola,8,0,0,0,0,0,0,0,0,0,9,0,0,0
,Spiroplasma clarkii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Spiroplasma diminutum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Spiroplasma gladiatoris,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Spiroplasma helicoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Spiroplasma syrphidicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Spiroplasma taiwanense,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasmatales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasmataceae,1,1,0,4,7,2,2,9,7,1,0,2,5,1
,Candidatus Hepatoplasma,0,0,0,0,0,0,0,0,0,0,7,0,0,0
,Candidatus Hepatoplasma crinochetorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma,45,12,14,47,98,73,76,76,56,14,0,32,11,35
,Candidatus Mycoplasma girerdii,0,0,0,0,0,0,0,0,0,0,34,0,0,0
,Candidatus Mycoplasma haemolamae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma anserisalpingitidis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma arginini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma bovis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma californicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma canadense,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma cloacale,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma columbinum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma columborale,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma conjunctivae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma crocodyli,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma gallopavonis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma haemocanis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma hominis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma hyopneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma maculosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma mycoides group,0,0,0,0,5,0,4,0,0,0,0,0,0,0
,Mycoplasma mycoides,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Mycoplasma neurolyticum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma penetrans,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma phocidae,12,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma putrefaciens,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma suis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mycoplasma synoviae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ureaplasma,0,0,0,0,0,0,7,0,0,0,0,0,0,0
,Ureaplasma diversum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Terrabacteria group,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermobaculum,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Thermobaculum terrenum,13,21,30,38,77,105,89,80,40,17,0,15,22,52
,Thermodesulfobacteria <phylum>,0,0,0,6,1,0,1,0,0,0,23,0,0,0
,Thermodesulfobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermodesulfobacteriales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermodesulfobacteriaceae,5,5,0,1,1,1,2,0,0,2,0,4,0,5
,Thermodesulfatator,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thermodesulfatator indicus,0,7,0,13,27,28,17,47,8,6,0,0,0,17
