,,Depth (cm),,,
,Salinarchaeum,0,0,0,0
,unclassified Salinarchaeum,0,0,0,0
,Salinarchaeum sp. Harcht-Bsk1,15,0,7,0
,Methanomicrobia,4,7,48,13
,"environmental samples <euryarchaeotes,class Methanomicrobia>",0,0,0,0
,uncultured Methanomicrobia archaeon,0,0,0,0
,Methanocellales,0,0,1,0
,Methanocellaceae,0,0,0,0
,Methanocella,4,5,11,10
,Methanocella arvoryzae,18,11,40,11
,Methanocella conradii,12,5,12,0
,Methanocella paludicola,26,14,42,13
,Methanomicrobiales,13,20,48,24
,"environmental samples <euryarchaeotes,order Methanomicrobiales>",0,0,0,0
,uncultured Methanomicrobiales archaeon,0,0,0,0
,Methanocorpusculaceae,0,0,0,0
,Methanocorpusculum,0,0,0,0
,Methanocorpusculum labreanum,0,0,18,0
,Methanomicrobiaceae,4,1,3,5
,Methanoculleus,23,29,53,28
,Methanoculleus bourgensis,5,5,23,0
,Methanoculleus marisnigri,19,19,50,14
,unclassified Methanoculleus,0,0,0,0
,Methanoculleus sp. MAB1,0,0,6,0
,Methanolacinia,0,0,0,0
,Methanolacinia petrolearia,0,6,13,6
,Methanoregulaceae,1,3,14,1
,Methanolinea,0,0,0,0
,"environmental samples <euryarchaeotes,genus Methanolinea>",0,0,0,0
,uncultured Methanolinea sp.,0,0,0,0
,Methanolinea tarda,0,0,0,0
,Methanoregula,7,15,31,19
,Methanoregula boonei,5,27,94,23
,Methanoregula formicica,18,54,207,81
,Methanosphaerula,0,0,0,0
,Methanosphaerula palustris,13,25,95,33
,Methanospirillaceae,0,0,0,0
,Methanospirillum,0,0,0,0
,Methanospirillum hungatei,0,7,21,7
,unclassified Methanomicrobiales,0,0,0,0
,"environmental samples <euryarchaeotes,unclassified Methanomicrobiales>",0,0,0,0
,methanogenic archaeon mixed culture ISO4-G1,0,0,18,0
,Methanophagales,0,0,0,0
,"environmental samples <euryarchaeotes,order Methanophagales>",0,0,0,0
,uncultured ANME-1 euryarchaeote,0,0,0,0
,Methanosarcinales,4,7,9,3
,"environmental samples <euryarchaeotes,order Methanosarcinales>",0,0,0,0
,uncultured Methanosarcinales archaeon,0,0,0,0
,Methanosarcinaceae,30,15,31,15
,Methanococcoides,7,7,5,0
,Methanococcoides burtonii,0,0,5,0
,Methanococcoides methylutens,0,0,24,0
,Methanohalobium,0,0,0,0
,Methanohalobium evestigatum,0,0,0,0
,Methanohalophilus,16,7,17,0
,Methanohalophilus halophilus,0,0,0,0
,Methanohalophilus mahii,0,0,0,0
,Methanohalophilus portucalensis,0,0,10,0
,Methanolobus,0,0,2,0
,Methanolobus psychrophilus,0,12,22,0
,Methanomethylovorans,0,0,0,0
,Methanomethylovorans hollandica,5,5,13,0
,Methanosalsum,0,0,0,0
,Methanosalsum zhilinae,5,0,5,0
,Methanosarcina,73,70,140,111
,Methanosarcina acetivorans,0,0,19,0
,Methanosarcina barkeri,14,17,50,16
,Methanosarcina horonobensis,7,6,12,7
,Methanosarcina lacustris,0,10,22,25
,Methanosarcina mazei,5,9,16,14
,Methanosarcina siciliae,7,14,14,7
,Methanosarcina thermophila,0,0,18,6
,Methanosarcina vacuolata,0,0,0,0
,unclassified Methanosarcina,0,0,0,0
,Methanosarcina sp. Kolksee,0,0,0,0
,Methanosarcina sp. MTP4,11,6,18,0
,Methanosarcina sp. WH1,0,0,0,0
,Methanosarcina sp. WWM596,0,0,0,0
,Methanotrichaceae,0,0,0,0
,Methanothrix,7,9,24,10
,"environmental samples <euryarchaeotes,genus Methanothrix>",0,0,0,0
,uncultured Methanosaeta sp.,0,0,5,0
,Methanosaeta harundinacea,27,18,59,17
,Methanothrix soehngenii,20,60,154,52
,Methanothrix thermoacetophila,5,6,26,0
,Thermococci,0,0,0,0
,Thermococcales,0,0,0,0
,Thermococcaceae,8,8,6,7
,Palaeococcus,0,0,0,0
,Palaeococcus pacificus,0,0,0,0
,Pyrococcus,0,0,16,0
,Pyrococcus abyssi,0,0,0,0
,Pyrococcus furiosus,0,0,0,0
,Pyrococcus horikoshii,0,0,0,0
,Pyrococcus yayanosii,0,0,0,0
,unclassified Pyrococcus,0,0,0,0
,Pyrococcus sp. NA2,0,0,0,0
,Pyrococcus sp. ST04,0,0,0,0
,Thermococcus,57,39,123,50
,Thermococcus barophilus,0,0,0,0
,Thermococcus barossii,0,0,0,6
,Thermococcus celer,5,0,6,0
,Thermococcus chitonophagus,0,0,0,0
,Thermococcus cleftensis,0,0,0,0
,Thermococcus eurythermalis,0,0,0,0
,Thermococcus gammatolerans,0,0,0,0
,Thermococcus gorgonarius,0,0,0,0
,Thermococcus guaymasensis,0,0,0,0
,Thermococcus kodakarensis,0,0,8,0
,Thermococcus litoralis,0,0,0,0
,Thermococcus nautili,0,0,5,0
,Thermococcus onnurineus,0,0,0,0
,Thermococcus pacificus,0,0,0,0
,Thermococcus paralvinellae,0,0,0,0
,Thermococcus peptonophilus,0,0,0,0
,Thermococcus profundus,0,0,0,0
,Thermococcus radiotolerans,0,0,0,0
,Thermococcus sibiricus,0,0,0,0
,Thermococcus siculi,0,0,0,0
,Thermococcus thioreducens,0,0,7,0
,unclassified Thermococcus,0,0,0,0
,Thermococcus sp. 4557,0,0,0,0
,Thermococcus sp. AM4,0,0,0,0
,Thermococcus sp. P6,0,0,0,0
,TACK group,0,0,0,0
,Candidatus Bathyarchaeota,0,0,0,0
,"environmental samples <archaea,phylum Candidatus Bathyarchaeota>",0,6,15,5
,uncultured marine crenarchaeote E48-1C,0,0,0,0
,uncultured marine crenarchaeote E6-3G,0,0,25,0
,uncultured miscellaneous Crenarchaeota group,0,24,96,10
,Candidatus Korarchaeota,0,0,0,0
,Candidatus Korarchaeum,0,0,0,0
,Candidatus Korarchaeum cryptofilum,0,0,0,0
,Crenarchaeota,8,22,76,2
,Crenarchaeota incertae sedis,0,0,0,0
,"environmental samples <crenarchaeotes,phylum Crenarchaeota>",4,8,6,0
,uncultured crenarchaeote,63,66,151,19
,uncultured crenarchaeote 29d5,0,5,0,0
,uncultured crenarchaeote 76h13,0,0,0,0
,uncultured crenarchaeote MCG,0,0,0,0
,Thermoprotei,10,17,31,13
,Acidilobales,6,5,6,0
,Acidilobaceae,0,0,0,0
,Acidilobus,0,0,7,0
,Acidilobus saccharovorans,0,0,0,0
,unclassified Acidilobus,0,0,0,0
,Acidilobus sp. 7A,0,0,0,0
,Caldisphaeraceae,0,0,0,0
,Caldisphaera,0,0,0,0
,Caldisphaera lagunensis,0,0,5,0
,Desulfurococcales,5,3,6,0
,Desulfurococcaceae,0,14,31,6
,Aeropyrum,0,0,8,0
,Aeropyrum camini,0,0,5,0
,Aeropyrum pernix,0,0,0,0
,Desulfurococcus,0,0,0,0
,Desulfurococcus mucosus,0,0,0,0
,Ignicoccus,0,0,0,0
,Ignicoccus hospitalis,0,0,0,0
,Ignicoccus islandicus,0,0,0,0
,Ignisphaera,0,0,0,0
,Ignisphaera aggregans,0,0,7,0
,Staphylothermus,0,0,0,0
,Staphylothermus hellenicus,0,0,0,0
,Thermogladius,0,0,0,0
,Thermogladius calderae,0,0,0,0
,Thermosphaera,0,0,0,0
,Thermosphaera aggregans,0,0,0,0
,"environmental samples <crenarchaeotes,order Desulfurococcales>",0,0,0,0
,uncultured Desulfurococcales archaeon,0,0,0,0
,Pyrodictiaceae,0,0,14,0
,Hyperthermus,0,0,0,0
,Hyperthermus butylicus,0,0,0,0
,Pyrodictium,0,0,0,0
,Pyrodictium delaneyi,0,0,0,0
,Pyrolobus,0,0,0,0
,Pyrolobus fumarii,0,0,6,0
,"environmental samples <crenarchaeotes,class Thermoprotei>",0,0,0,0
,uncultured Thermoprotei archaeon,0,0,0,0
,Sulfolobales,0,0,1,0
,Sulfolobaceae,5,7,14,0
,Acidianus,0,0,5,0
,Acidianus brierleyi,0,0,0,0
,Acidianus hospitalis,0,0,0,0
,Acidianus manzaensis,0,0,0,0
,Acidianus sulfidivorans,0,0,0,0
,Metallosphaera,0,0,0,0
,Sulfolobus,0,0,5,0
,Sulfolobus acidocaldarius,0,0,0,0
,Sulfolobus islandicus,0,0,0,0
,Sulfurisphaera,0,0,0,0
,Sulfurisphaera tokodaii,0,0,0,0
,Thermoproteales,6,9,2,5
,"environmental samples <crenarchaeotes,order Thermoproteales>",0,0,0,0
,uncultured Thermoproteales archaeon,0,0,14,0
,Thermofilaceae,0,0,0,0
,Thermofilum,0,0,9,0
,"environmental samples <crenarchaeotes,genus Thermofilum>",0,0,0,0
,uncultured Thermofilum sp.,0,0,0,0
,Thermofilum adornatum,0,0,0,0
,Thermofilum pendens,0,0,7,0
,Thermofilum uzonense,0,0,0,0
,Thermoproteaceae,4,5,6,1
,Caldivirga,0,0,0,0
,Caldivirga maquilingensis,0,0,0,0
,Pyrobaculum,17,7,21,12
,Pyrobaculum aerophilum,0,0,0,0
,Pyrobaculum calidifontis,0,0,5,0
,Pyrobaculum ferrireducens,0,0,0,0
,Pyrobaculum islandicum,0,0,0,0
,Pyrobaculum neutrophilum,0,0,0,0
,Pyrobaculum oguniense,0,0,0,0
,unclassified Pyrobaculum,0,0,0,0
,Pyrobaculum sp. WP30,0,0,0,0
,Thermoproteus,0,0,13,0
,Thermoproteus tenax,0,0,0,0
,Thermoproteus uzoniensis,5,0,0,0
,Vulcanisaeta,0,0,0,0
,Vulcanisaeta distributa,0,0,0,0
,Thaumarchaeota,196,19,27,12
,Cenarchaeales,0,0,0,0
,Cenarchaeaceae,0,0,0,0
,Cenarchaeum,0,0,0,0
,Cenarchaeum symbiosum,13,0,0,6
,"environmental samples <archaea,phylum Thaumarchaeota>",291,14,24,0
,uncultured marine thaumarchaeote,0,0,0,0
,uncultured marine thaumarchaeote AD1000_01_F04,0,0,0,0
,uncultured marine thaumarchaeote AD1000_06_F06,0,0,0,0
,uncultured marine thaumarchaeote AD1000_07_E11,0,0,0,0
,uncultured marine thaumarchaeote AD1000_20_B03,0,0,0,0
,uncultured marine thaumarchaeote AD1000_26_G12,0,0,0,0
,uncultured marine thaumarchaeote AD1000_44_B05,0,0,0,0
,uncultured marine thaumarchaeote AD1000_54_F06,0,0,0,0
,uncultured marine thaumarchaeote KM3_03_D08,0,0,0,0
,uncultured marine thaumarchaeote KM3_103_A05,0,0,0,0
,uncultured marine thaumarchaeote KM3_115_G03,0,0,0,0
,uncultured marine thaumarchaeote KM3_12_C10,0,0,0,0
,uncultured marine thaumarchaeote KM3_156_A10,0,0,0,0
,uncultured marine thaumarchaeote KM3_167_H09,0,0,0,0
,uncultured marine thaumarchaeote KM3_16_C10,0,0,0,0
,uncultured marine thaumarchaeote KM3_16_G02,0,0,0,0
,uncultured marine thaumarchaeote KM3_191_D11,0,0,0,0
,uncultured marine thaumarchaeote KM3_201_H03,0,0,0,0
,uncultured marine thaumarchaeote KM3_24_H04,0,0,0,0
,uncultured marine thaumarchaeote KM3_24_H11,0,0,0,0
,uncultured marine thaumarchaeote KM3_25_D06,0,0,0,0
,uncultured marine thaumarchaeote KM3_31_G08,0,0,0,0
,uncultured marine thaumarchaeote KM3_34_B07,0,0,0,0
,uncultured marine thaumarchaeote KM3_34_C02,0,0,0,0
,uncultured marine thaumarchaeote KM3_37_D10,0,0,0,0
,uncultured marine thaumarchaeote KM3_41_H02,0,0,0,0
,uncultured marine thaumarchaeote KM3_42_C02,0,0,0,0
,uncultured marine thaumarchaeote KM3_42_E08,0,0,0,0
,uncultured marine thaumarchaeote KM3_46_F12,0,0,0,0
,uncultured marine thaumarchaeote KM3_46_G10,0,0,0,0
,uncultured marine thaumarchaeote KM3_51_A05,0,0,0,0
,uncultured marine thaumarchaeote KM3_53_F06,6,0,0,0
,uncultured marine thaumarchaeote KM3_54_C03,0,0,0,0
,uncultured marine thaumarchaeote KM3_56_F06,0,0,0,0
,uncultured marine thaumarchaeote KM3_73_B11,0,0,0,0
,uncultured marine thaumarchaeote KM3_73_F02,0,0,0,0
,uncultured marine thaumarchaeote KM3_74_G04,0,0,0,0
,uncultured marine thaumarchaeote KM3_76_A03,0,0,0,0
,uncultured marine thaumarchaeote KM3_78_A04,0,6,6,0
,uncultured marine thaumarchaeote KM3_78_D03,0,0,0,0
,uncultured marine thaumarchaeote KM3_79_B12,0,0,0,0
,uncultured marine thaumarchaeote KM3_79_H09,0,0,0,0
,uncultured marine thaumarchaeote KM3_84_A09,0,0,0,0
,uncultured marine thaumarchaeote KM3_87_A02,0,0,0,0
,uncultured marine thaumarchaeote KM3_87_F05,0,0,0,0
,uncultured marine thaumarchaeote KM3_89_H08,0,0,0,0
,uncultured marine thaumarchaeote SAT1000_06_A02,0,0,0,0
,uncultured marine thaumarchaeote SAT1000_06_F08,0,0,0,0
,uncultured marine thaumarchaeote SAT1000_10_G06,0,0,0,0
,uncultured marine thaumarchaeote SAT1000_10_G09,0,0,0,0
,uncultured thaumarchaeote,16,0,16,0
,Nitrosopumilales,1,4,4,8
,"environmental samples <archaea,order Nitrosopumilales>",15,0,0,0
,uncultured marine crenarchaeote AD1000-23-H12,0,0,0,0
,uncultured marine crenarchaeote HF4000_ANIW141N1,0,0,0,0
,uncultured marine crenarchaeote HF4000_APKG8I13,0,0,0,0
,uncultured marine crenarchaeote KM3-153-F8,0,0,0,0
,Nitrosopumilaceae,0,0,0,0
,Nitrosarchaeum,0,0,0,0
,Candidatus Nitrosarchaeum limnium,0,0,0,0
,Nitrosopumilus,90,21,20,0
,Candidatus Nitrosopumilus koreensis,59,0,0,0
,Candidatus Nitrosopumilus sediminis,87,0,5,0
,Nitrosopumilus adriaticus,73,0,0,0
,Nitrosopumilus maritimus,55,0,0,0
,Nitrosopumilus piranensis,60,0,0,0
,Nitrososphaeria,0,0,0,0
,Nitrososphaerales,0,0,0,0
,Nitrososphaeraceae,0,0,0,0
,Candidatus Nitrosocosmicus,0,0,0,0
,Candidatus Nitrosocosmicus oleophilus,34,93,8,28
,Nitrososphaera,15,18,19,0
,Candidatus Nitrososphaera evergladensis,8,0,8,0
,Candidatus Nitrososphaera gargensis,21,15,10,0
,"environmental samples <archaea,genus Nitrososphaera>",0,0,0,0
,uncultured Nitrososphaera sp.,0,0,5,0
,Nitrososphaera viennensis,0,6,5,0
,Thaumarchaeota incertae sedis,15,7,13,0
,Candidatus Caldiarchaeum,0,0,0,0
,Candidatus Caldiarchaeum subterraneum,0,0,26,0
,Candidatus Nitrosopelagicus,0,0,0,0
,Candidatus Nitrosopelagicus brevis,34,0,0,0
,Candidatus Nitrosotalea,0,0,0,0
,Candidatus Nitrosotalea devanaterra,35,0,0,0
,Candidatus Nitrosotenuis,0,0,0,0
,Candidatus Nitrosotenuis cloacae,36,0,0,0
,Marine Group I,0,0,0,0
,"environmental samples <archaea,clade Marine Group I>",0,0,0,0
,uncultured marine group I thaumarchaeote,0,0,0,0
,unclassified Thaumarchaeota,0,2,1,1
,unclassified Archaea,15,5,10,5
,archaeon GW2011_AR10,0,0,0,0
,archaeon GW2011_AR15,0,5,11,0
,archaeon GW2011_AR20,0,0,0,0
Eukaryota,Eukaryota,1646,3676,3457,678
,Amoebozoa,8,5,6,8
,Discosea,0,0,0,0
,Longamoebia,0,0,0,0
,Centramoebida,0,0,0,0
,Acanthamoebidae,0,0,0,0
,Acanthamoeba,0,0,0,0
,Acanthamoeba castellanii,27,12,37,6
,Evosea,0,0,0,0
,Archamoebae,5,0,2,0
,Mastigamoebida,0,0,0,0
,Entamoebidae,0,0,0,0
,Entamoeba,0,7,8,5
,Entamoeba dispar,0,0,0,0
,Entamoeba histolytica,0,0,0,0
,Entamoeba invadens,0,0,0,0
,Mastigamoebidae,0,0,0,0
,Mastigamoeba,0,0,0,0
,Mastigamoeba balamuthi,0,0,0,0
,Eumycetozoa,0,7,1,2
,Dictyostelia,1,1,2,8
,Acytosteliales,0,0,0,0
,Acytosteliaceae,0,0,0,0
,Acytostelium,5,5,1,0
,Acytostelium subglobosum,0,0,13,0
,Heterostelium,0,0,0,0
,Heterostelium album,0,0,7,0
,Heterostelium pallidum,0,0,0,0
,Rostrostelium,0,0,0,0
,Rostrostelium ellipticum,0,0,0,0
,Cavenderiaceae,0,0,0,0
,Cavenderia,0,0,0,0
,Cavenderia fasciculata,0,0,0,0
,Dictyosteliales,0,0,0,0
,Coremiostelium,0,0,0,0
,Coremiostelium polycephalum,0,0,0,0
,Dictyosteliaceae,0,0,0,0
,Dictyostelium,2,6,16,8
,Dictyostelium discoideum,6,8,0,16
,Dictyostelium purpureum,0,0,0,0
,Apusozoa,0,0,0,0
,Apusomonadidae,1,0,0,0
,Thecamonas,0,0,0,0
,Thecamonas trahens,24,7,20,17
,Cryptophyceae,0,0,0,5
,Cryptomonadales,0,0,0,0
,Pyrenomonadales,0,6,3,0
,Geminigeraceae,1,0,0,0
,Guillardia,0,0,0,0
,Guillardia theta,10,0,8,0
,Teleaulax,0,0,0,0
,Teleaulax amphioxeia,0,0,0,0
,Discoba,0,0,0,0
,Euglenozoa,8,8,2,4
,Euglenida,0,0,5,5
,Spirocuta,0,0,0,0
,Euglenophyceae,0,0,0,0
,Euglenales,0,0,5,0
,Euglenaceae,0,0,0,0
,Euglena,0,0,0,0
,Trachelomonas,0,0,0,0
,Phacaceae,0,0,0,0
,Eutreptiales,0,0,0,0
,Eutreptia,0,0,0,0
,Eutreptia viridis,0,0,0,0
,Kinetoplastea,8,0,2,5
,Metakinetoplastina,0,0,0,0
,Eubodonida,0,0,0,0
,Bodonidae,6,0,0,0
,Bodo,0,0,0,0
,Bodo saltans,0,0,0,0
,Neobodonida,0,0,0,0
,Neobodo,0,0,0,0
,Neobodo saliens,0,0,0,0
,Rhynchomonadidae,0,0,0,0
,Dimastigella,0,0,0,0
,Dimastigella mimosa,0,0,0,0
,Trypanosomatida,0,0,0,0
,Trypanosomatidae,12,8,12,3
,Leishmaniinae,5,8,3,4
,Crithidia,0,0,0,0
,Leishmania,11,3,6,11
,Leishmania <subgenus>,11,3,15,0
,Leishmania donovani species complex,0,5,0,0
,Leishmania donovani,0,0,0,0
,Leishmania major species complex,0,0,0,0
,Leishmania major,0,0,0,0
,Leishmania mexicana species complex,5,0,0,0
,Viannia,0,0,0,0
,Leishmania braziliensis species complex,0,0,0,0
,Leishmania peruviana,8,0,0,0
,Leptomonas,0,0,1,0
,Leptomonas pyrrhocoris,14,0,13,0
,Strigomonadinae,0,0,0,0
,Angomonas,0,0,0,0
,Strigomonas,0,0,0,0
,Trypanosoma,18,3,16,12
,Duttonella,0,0,0,0
,Trypanosoma vivax,0,0,0,0
,Herpetosoma,0,0,0,0
,Trypanosoma rangeli,0,0,0,0
,Schizotrypanum,0,0,0,0
,Trypanosoma cruzi,0,0,0,0
,Trypanosoma with unspecified subgenus,8,5,0,5
,Trypanosoma conorhini,0,0,0,0
,Trypanosoma grayi,0,0,0,0
,Trypanosoma theileri,0,0,0,0
,Trypanozoon,0,0,0,0
,Trypanosoma brucei,0,0,0,0
,Heterolobosea,0,0,0,0
,Schizopyrenida,0,0,0,0
,Tetramitia,0,0,0,0
,Eutetramitia,0,0,0,0
,Gruberellidae,0,0,0,0
,Stachyamoeba,0,0,0,0
,Stachyamoeba lipophora,0,0,0,0
,Vahlkampfiidae,0,0,0,0
,Naegleria,0,0,0,0
,Naegleria gruberi,0,0,0,0
,Jakobida,0,0,5,0
,"environmental samples <eukaryotes,superkingdom Eukaryota>",0,5,9,0
,uncultured eukaryote,0,0,29,0
,Glaucocystophyceae,0,0,5,0
,Cyanophoraceae,0,0,0,0
,Cyanophora,0,0,0,0
,Cyanophora paradoxa,0,0,0,0
,Haptista,0,0,0,0
,Haptophyta,2,2,3,2
,Prymnesiophyceae,0,0,0,0
,Isochrysidales,0,0,0,0
,Noelaerhabdaceae,0,0,0,0
,Emiliania,0,0,0,0
,Emiliania huxleyi,46,20,33,20
,Metamonada,0,0,0,0
,Fornicata,0,0,0,0
,Diplomonadida,0,0,0,0
,Hexamitidae,0,0,0,0
,Parabasalia,0,0,0,0
,Trichomonadida,0,0,0,0
,Trichomonadidae,0,0,0,0
,Trichomonas,0,0,0,0
,Trichomonas vaginalis,0,5,0,0
,Opisthokonta,130,216,282,121
,Choanoflagellata,3,1,2,11
,Craspedida,0,0,0,0
,Salpingoecidae,0,0,0,0
,Monosiga,0,0,0,0
,Monosiga brevicollis,0,0,5,0
,Salpingoeca,0,0,0,0
,Salpingoeca rosetta,16,6,15,0
,Filasterea,0,0,0,0
,Capsaspora,0,0,0,0
,Capsaspora owczarzaki,5,0,12,0
,Fungi,9,42,40,26
,Dikarya,20,34,48,19
,Ascomycota,5,2,7,4
,saccharomyceta,5,3,9,4
,Pezizomycotina,4,10,11,8
,leotiomyceta,40,32,72,43
,dothideomyceta,0,0,1,0
,Dothideomycetes,0,4,5,5
,Dothideomycetes incertae sedis,10,6,5,6
,Bonordeniella <Dothideomycetes incertae sedis>,0,0,0,0
,Coniosporium apollinis,0,5,0,0
,Botryosphaeriales,0,0,0,0
,Botryosphaeriaceae,0,0,0,0
,Diplodia,0,0,0,0
,Diplodia corticola,0,0,18,0
,Dothideomycetidae,5,1,0,7
,Capnodiales,4,4,3,1
,Dothideales,0,0,0,0
,Saccotheciaceae,0,0,0,0
,Aureobasidium,0,7,12,0
,Aureobasidium namibiae,0,0,0,0
,Aureobasidium pullulans,0,0,0,0
,Aureobasidium subglaciale,0,0,0,0
,Mycosphaerellales,0,0,0,0
,Mycosphaerellaceae,16,19,17,5
,Cercospora,0,0,5,0
,Cercospora beticola,0,0,0,0
,Cercospora sojina,0,0,0,0
,Pseudocercospora,0,0,0,0
,Pseudocercospora fijiensis,0,0,0,0
,Ramularia,0,0,0,0
,Ramularia collo-cygni,0,0,0,0
,Sphaerulina,0,0,0,0
,Sphaerulina musiva,0,0,0,0
,Zymoseptoria,0,0,1,0
,Zymoseptoria tritici,0,0,16,0
,Teratosphaeriaceae,0,0,0,0
,Baudoinia,0,0,0,0
,Baudoinia panamericana,0,0,0,0
,Pleosporomycetidae,0,0,0,0
,Pleosporales,4,4,2,0
,Massarineae,0,0,2,0
,Didymosphaeriaceae,0,0,0,0
,Paraphaeosphaeria,0,1,0,0
,Paraphaeosphaeria sporulosa,0,5,11,0
,Pleosporineae,6,9,8,12
,Didymellaceae,0,0,0,0
,Leptosphaeriaceae,0,0,0,0
,Leptosphaeria,0,0,0,0
,Leptosphaeria maculans species complex,9,2,11,0
,Leptosphaeria biglobosa,8,7,18,0
,Leptosphaeria maculans,0,0,0,0
,Phaeosphaeriaceae,0,0,0,0
,Parastagonospora,0,0,0,0
,Parastagonospora nodorum,0,0,14,0
,Pleosporaceae,19,13,16,10
,Alternaria,0,13,6,0
,Alternaria sect. Alternaria,0,0,0,0
,Alternaria alternata complex,0,0,0,0
,Alternaria alternata,0,0,0,0
,Alternaria sect. Porri,0,0,0,0
,Alternaria solani,0,0,0,0
,Bipolaris,0,6,14,0
,Bipolaris maydis,0,0,0,0
,Bipolaris oryzae,0,0,0,0
,Exserohilum,0,0,0,0
,Exserohilum turcicum,0,6,0,0
,Pyrenophora,0,0,0,0
,Pyrenophora tritici-repentis,0,0,0,0
,Venturiales,0,0,0,0
,Sympoventuriaceae,0,6,0,0
,Verruconis,0,0,0,0
,Verruconis gallopava,7,13,0,0
,Venturiaceae,0,0,0,0
,Venturia,0,0,0,0
,Venturia effusa,0,0,0,0
,Eurotiomycetes,3,0,3,1
,Chaetothyriomycetidae,0,3,1,2
,Chaetothyriales,5,2,4,1
,Cyphellophoraceae,0,0,0,0
,Cyphellophora,0,0,0,0
,Cyphellophora europaea,5,0,0,0
,Herpotrichiellaceae,16,12,15,12
,Capronia,0,0,5,0
,Capronia coronata,0,0,0,0
,Capronia epimyces,0,0,0,0
,Cladophialophora,18,7,25,9
,Cladophialophora bantiana,0,0,0,0
,Cladophialophora carrionii,0,0,0,0
,Cladophialophora immunda,0,0,0,0
,Cladophialophora psammophila,0,0,0,0
,Cladophialophora yegresii,6,0,0,0
,Exophiala,24,21,21,15
,Exophiala aquamarina,0,5,0,0
,Exophiala dermatitidis,0,0,0,0
,Exophiala lecanii-corni,0,0,7,0
,Exophiala mesophila,0,0,0,0
,Exophiala oligosperma,0,0,0,0
,Exophiala spinifera,7,0,0,0
,Exophiala xenobiotica,0,0,5,0
,Fonsecaea,7,16,23,5
,Fonsecaea erecta,0,0,0,0
,Fonsecaea multimorphosa,0,0,0,0
,Fonsecaea nubica,0,0,0,0
,Fonsecaea pedrosoi,0,0,0,0
,Rhinocladiella,0,0,0,0
,Rhinocladiella mackenziei,0,0,0,0
,Verrucariales,0,0,0,0
,Verrucariaceae,0,0,0,0
,Endocarpon,0,0,0,0
,Endocarpon pusillum,0,0,0,0
,Eurotiomycetidae,0,2,3,0
,Eurotiales,3,4,4,2
,Aspergillaceae,9,4,15,7
,Aspergillus,91,69,84,37
,Aspergillus aculeatinus,0,0,0,0
,Aspergillus bombycis,0,0,0,0
,Aspergillus brunneoviolaceus,0,0,0,0
,Aspergillus campestris,0,0,0,0
,Aspergillus candidus,0,0,0,0
,Aspergillus heteromorphus,0,0,0,0
,Aspergillus homomorphus,0,0,0,0
,Aspergillus neoniger,0,0,0,0
,Aspergillus pseudoglaucus,0,0,0,0
,Aspergillus saccharolyticus,0,0,0,0
,Aspergillus sclerotioniger,0,0,0,0
,Aspergillus subgen. Aspergillus,0,0,0,0
,Aspergillus glaucus,0,0,0,0
,Aspergillus subgen. Circumdati,0,0,0,0
,Aspergillus aculeatus,0,0,0,0
,Aspergillus niger,0,0,0,0
,Aspergillus oryzae,9,0,0,0
,Aspergillus steynii,0,0,0,0
,Aspergillus terreus,0,0,6,0
,Aspergillus subgen. Fumigati,0,0,0,0
,Aspergillus clavatus,0,0,0,0
,Aspergillus subgen. Nidulantes,0,0,0,0
,Aspergillus nidulans,0,0,5,0
,Aspergillus thermomutatus,0,0,0,0
,Aspergillus uvarum,0,0,0,0
,Aspergillus vadensis,0,0,0,0
,Aspergillus welwitschiae,0,0,0,0
,Monascus,0,0,0,0
,Monascus purpureus,0,0,0,0
,Neosartorya,0,0,0,0
,Penicilliopsis,0,0,0,0
,Penicilliopsis zonata,0,0,0,0
,Penicillium,7,0,0,0
,Penicillium chrysogenum species complex,0,0,0,0
,Penicillium rubens,0,0,0,0
,Penicillium digitatum,0,0,0,0
,Penicillium expansum,0,0,0,0
,Xeromyces,0,0,0,0
,Xeromyces bisporus,0,0,0,0
,Thermoascaceae,0,0,0,0
,Byssochlamys,0,0,0,0
,Byssochlamys spectabilis,0,0,0,0
,Trichocomaceae,6,5,4,5
,Rasamsonia,0,0,0,0
,Rasamsonia emersonii,0,0,0,0
,Talaromyces,5,0,13,0
,Talaromyces atroroseus,0,0,0,0
,Talaromyces funiculosus,0,0,0,0
,Talaromyces marneffei,0,0,0,0
,Talaromyces pinophilus,0,0,6,0
,Talaromyces stipitatus,0,0,0,0
,Onygenales,13,9,9,8
,Ajellomycetaceae,0,0,0,0
,Blastomyces,0,0,0,0
,Blastomyces gilchristii,0,0,0,0
,Histoplasma,0,0,0,0
,Histoplasma capsulatum,0,0,5,0
,Arthrodermataceae,5,0,16,5
,Arthroderma,0,0,5,0
,Microsporum,0,0,0,0
,Microsporum canis,0,0,0,0
,Nannizzia,0,0,0,0
,Nannizzia gypsea,0,0,0,0
,Trichophyton,0,0,0,0
,Trichophyton rubrum,0,0,0,0
,Onygenales incertae sedis,0,0,0,0
,Coccidioides,0,0,0,0
,Paracoccidioides,0,0,0,0
,Paracoccidioides brasiliensis,0,0,0,0
,Paracoccidioides lutzii,0,0,0,0
,Lecanoromycetes,0,0,0,0
,OSLEUM clade,0,0,5,0
,Lecanoromycetidae,0,0,0,5
,Lecanorales,0,0,0,0
,Lecanorineae,0,0,0,0
,Cladoniaceae,0,0,0,0
,Cladonia,0,0,0,0
